Subject,Fluency_Item,Semantic_Similarity,Frequency_Value,Phonological_Similarity
876,fox,0.36249403824430915,4.66,0.0001
876,goat,0.35505955056170024,4.02,0.0001
876,sheep,0.49838371937602166,4.19,0.0001
876,horse,0.49180449518087843,4.76,0.0001
876,cow,0.5537185512529321,4.14,0.0001
876,pig,0.5070622080559183,4.14,0.0001
876,giraffe,0.27579073496087325,3.32,0.0001
876,zebra,0.4528724633327149,3.4,0.0001
876,lion,0.44709301963309955,4.25,0.0001
876,tiger,0.5287590434181855,4.3,0.25
876,ferret,0.30882216392721173,3.01,0.0001
876,squirrel,0.4229256690581866,3.69,0.1667
876,raccoon,0.45847915775556103,3.27,0.0001
876,zebra,0.35667603853596197,3.4,0.0001
876,cheetah,0.5968207321996659,3.2,0.4
876,duck,0.25372252976666787,4.21,0.0001
876,goose,0.6371378990469865,3.84,0.0001
876,penguin,0.4359903910492755,3.78,0.1429
901,dog,0.0001,5.1,0.0001
901,bee,0.3992138819483697,4.09,0.0001
901,bat,0.41733505350643796,4.3,0.3333
901,cat,0.4680997377995356,4.78,0.6667
901,rat,0.5271154788076963,4.17,0.6667
901,flamingo,0.283961454059116,3.06,0.0001
901,kangaroo,0.3458780981456546,3.5,0.125
901,giraffe,0.38529763775903936,3.32,0.0001
901,elephant,0.5317287512193349,4.08,0.1429
901,rhino,0.562852427969856,3.57,0.1429
901,moose,0.3727136227736967,3.61,0.0001
901,bear,0.4232185429085036,4.71,0.0001
901,possum,0.37398184847952276,2.94,0.0001
901,raccoon,0.6618594347934953,3.27,0.0001
901,ferret,0.4517003079746662,3.01,0.0001
901,turtle,0.3957006637590299,3.91,0.2
901,lizard,0.47933041560418554,3.63,0.0001
901,shark,0.3179946889757125,4.1,0.0001
901,barracuda,0.4462024780689875,2.78,0.25
901,lion,0.3141843007354226,4.25,0.125
901,tiger,0.5287590434181855,4.3,0.25
901,hyena,0.3534029993310376,2.8,0.0001
901,ostrich,0.4017445150085227,3.05,0.0001
901,bluebird,0.4554454255974727,2.91,0.0001
901,monkey,0.3116389471268747,4.07,0.0001
901,gorilla,0.5429598812111095,3.62,0.0001
901,panda,0.3520068555712943,3.65,0.2
901,crane,0.24755335977863369,3.92,0.0001
901,alligator,0.2415175038759153,3.32,0.0001
901,llama,0.3431836838478213,2.95,0.1429
901,leopard,0.303320743007196,3.59,0.2
901,goat,0.23916818880697577,4.02,0.0001
909,cat,0.0001,4.78,0.0001
909,dog,0.6237586776418724,5.1,0.0001
909,mouse,0.49640472948031644,4.31,0.0001
909,rat,0.6046930033878715,4.17,0.0001
909,gerbil,0.5027062566914163,2.44,0.0001
909,hamster,0.6225326675295295,3.31,0.0001
909,cow,0.3557065615879321,4.14,0.0001
909,horse,0.5537185512529321,4.76,0.0001
909,sheep,0.49180449518087843,4.19,0.0001
909,pig,0.4346000005916766,4.14,0.0001
909,goat,0.47759878116887267,4.02,0.0001
909,lion,0.3264564609401597,4.25,0.0001
909,tiger,0.5287590434181855,4.3,0.25
909,bear,0.45064464243033664,4.71,0.0001
909,jaguar,0.3174673351461723,3.51,0.1667
909,leopard,0.4945974328559488,3.59,0.0001
909,wolf,0.4074033405244111,4.35,0.0001
909,aardvark,0.3654831538904819,2.39,0.0001
909,capybara,0.45069911645418337,2.15,0.1111
909,wombat,0.4005889499364428,2.58,0.1111
909,kangaroo,0.5911159549017581,3.5,0.0001
909,echidna,0.4877648701083229,2.27,0.0001
909,dingo,0.357090865936847,2.75,0.1667
909,snake,0.3164041359899634,4.23,0.0001
912,dog,0.0001,5.1,0.0001
912,cat,0.6237586776418724,4.78,0.0001
912,hamster,0.47734703131193257,3.31,0.3333
912,spider,0.36736155327285924,4.25,0.1667
912,bird,0.4047930461205853,4.63,0.2
912,scorpion,0.28687404453907095,3.37,0.0001
912,fish,0.28287509524943066,4.9,0.0001
912,dolphin,0.43117270409430586,3.67,0.1667
912,whale,0.46004639817524906,3.98,0.1667
912,orca,0.6371574245672782,2.93,0.0001
912,caterpillar,0.29456556650635357,3.38,0.125
912,worm,0.49458629003999066,3.77,0.0001
912,snail,0.3578105753841606,3.67,0.0001
912,sheep,0.3098344416927319,4.19,0.0001
912,cow,0.4888310248532248,4.14,0.0001
912,pig,0.5070622080559183,4.14,0.0001
912,ostrich,0.33586476905329676,3.05,0.0001
912,lion,0.321330855710645,4.25,0.0001
912,jaguar,0.4344251423448986,3.51,0.0001
912,cheetah,0.4872972875584196,3.2,0.0001
912,leopard,0.6901226907763703,3.59,0.0001
912,sea star,0.24465726111072816,4.82,0.0001
