SID,entry,evaluation,replacement
56,ostrich,FOUND,ostrich
56,tiger,FOUND,tiger
56,crab,FOUND,crab
56,dolphin,FOUND,dolphin
56,whale,FOUND,whale
56,seal,FOUND,seal
56,horse,FOUND,horse
56,cow,FOUND,cow
56,pig,FOUND,pig
56,elephant,FOUND,elephant
56,tiger,FOUND,tiger
56,lion,FOUND,lion
56,zebra,FOUND,zebra
56,giraffe,FOUND,giraffe
56,leopard,FOUND,leopard
56,gazelle,FOUND,gazelle
56,cardinal,FOUND,cardinal
56,woodpecker,FOUND,woodpecker
57,dog,FOUND,dog
57,cat,FOUND,cat
57,fish,FOUND,fish
57,giraffe,FOUND,giraffe
57,gorilla,FOUND,gorilla
57,lion,FOUND,lion
57,tiger,FOUND,tiger
57,cheetah,FOUND,cheetah
57,bobcat,FOUND,bobcat
57,bear,FOUND,bear
57,otter,FOUND,otter
57,fox,FOUND,fox
57,meerkat,FOUND,meerkat
57,turtle,FOUND,turtle
57,snake,FOUND,snake
57,monkey,FOUND,monkey
60,giraffe,FOUND,giraffe
60,flamingo,FOUND,flamingo
60,snake,FOUND,snake
60,alligator,FOUND,alligator
60,crocodile,FOUND,crocodile
60,ostrich,FOUND,ostrich
60,cat,FOUND,cat
60,dog,FOUND,dog
60,butterfly,FOUND,butterfly
60,spider,FOUND,spider
60,hippo,FOUND,hippo
60,rhino,FOUND,rhino
60,bluebird,FOUND,bluebird
60,squirrel,FOUND,squirrel
60,komodo_dragon,REPLACE,komodo dragon
60,gecko,FOUND,gecko
60,fish,FOUND,fish
60,shark,FOUND,shark
60,dolphin,FOUND,dolphin
60,worm,FOUND,worm
60,rabbit,FOUND,rabbit
60,deer,FOUND,deer
60,antelope,FOUND,antelope
61,bird,FOUND,bird
61,parrot,FOUND,parrot
61,monkey,FOUND,monkey
61,zebra,FOUND,zebra
61,dog,FOUND,dog
61,cat,FOUND,cat
61,giraffe,FOUND,giraffe
61,gorilla,FOUND,gorilla
61,chinchilla,FOUND,chinchilla
61,ferret,FOUND,ferret
61,coyote,FOUND,coyote
61,sweet,EXCLUDE,EXCLUDE
61,emotional,EXCLUDE,EXCLUDE
61,personable,EXCLUDE,EXCLUDE
61,lovely,EXCLUDE,EXCLUDE
61,affectionate,EXCLUDE,EXCLUDE
61,interesting,EXCLUDE,EXCLUDE
62,tiger,FOUND,tiger
62,lion,FOUND,lion
62,parrot,FOUND,parrot
62,gorilla,FOUND,gorilla
62,zebra,FOUND,zebra
62,giraffe,FOUND,giraffe
62,hippo,FOUND,hippo
62,chimpanzee,FOUND,chimpanzee
62,flamingo,FOUND,flamingo
62,walrus,FOUND,walrus
62,elephant,FOUND,elephant
62,dog,FOUND,dog
62,cat,FOUND,cat
62,guinea_pig,REPLACE,guinea pig
62,pig,FOUND,pig
62,panda,FOUND,panda
62,koala,FOUND,koala
62,kangaroo,FOUND,kangaroo
63,frog,FOUND,frog
63,bear,FOUND,bear
63,moose,FOUND,moose
63,deer,FOUND,deer
63,squirrel,FOUND,squirrel
63,lion,FOUND,lion
63,tiger,FOUND,tiger
63,raccoon,FOUND,raccoon
63,skunk,FOUND,skunk
63,possum,FOUND,possum
63,sloth,FOUND,sloth
63,moose,FOUND,moose
63,stag,FOUND,stag
63,red deer,FOUND,red deer
63,alligator,FOUND,alligator
63,crocodile,FOUND,crocodile
63,elephant,FOUND,elephant
63,giraffe,FOUND,giraffe
63,hippo,FOUND,hippo
63,ostrich,FOUND,ostrich
63,pelican,FOUND,pelican
63,robin,FOUND,robin
63,cardinal,FOUND,cardinal
63,dog,FOUND,dog
63,wolf,FOUND,wolf
63,coyote,FOUND,coyote
64,zebra,FOUND,zebra
64,giraffe,FOUND,giraffe
64,donkey,FOUND,donkey
64,cat,FOUND,cat
64,dog,FOUND,dog
64,fish,FOUND,fish
64,deer,FOUND,deer
64,pig,FOUND,pig
64,cow,FOUND,cow
64,goat,FOUND,goat
64,chicken,FOUND,chicken
64,shark,FOUND,shark
64,seahorse,FOUND,seahorse
64,crab,FOUND,crab
64,kangaroo,FOUND,kangaroo
64,lion,FOUND,lion
64,tiger,FOUND,tiger
64,bear,FOUND,bear
64,flamingo,FOUND,flamingo
64,elephant,FOUND,elephant
64,monkey,FOUND,monkey
64,gorilla,FOUND,gorilla
64,rhino,FOUND,rhino
65,dog,FOUND,dog
65,cat,FOUND,cat
65,bird,FOUND,bird
65,mouse,FOUND,mouse
65,moose,FOUND,moose
65,deer,FOUND,deer
65,bear,FOUND,bear
65,badger,FOUND,badger
65,alligator,FOUND,alligator
65,crocodile,FOUND,crocodile
65,giraffe,FOUND,giraffe
65,elephant,FOUND,elephant
65,rhino,FOUND,rhino
65,lion,FOUND,lion
65,tiger,FOUND,tiger
65,bear,FOUND,bear
65,dolphin,FOUND,dolphin
65,whale,FOUND,whale
65,shark,FOUND,shark
65,jellyfish,FOUND,jellyfish
65,octopus,FOUND,octopus
65,squid,FOUND,squid
65,aardvark,FOUND,aardvark
65,otter,FOUND,otter
65,hippo,FOUND,hippo
65,sloth,FOUND,sloth
65,manatee,FOUND,manatee
65,bobcat,FOUND,bobcat
66,dog,FOUND,dog
66,cat,FOUND,cat
66,mouse,FOUND,mouse
66,rat,FOUND,rat
66,frog,FOUND,frog
66,snake,FOUND,snake
66,tadpole,FOUND,tadpole
66,lizard,FOUND,lizard
66,gecko,FOUND,gecko
66,elephant,FOUND,elephant
66,zebra,FOUND,zebra
66,giraffe,FOUND,giraffe
66,monkey,FOUND,monkey
66,gorilla,FOUND,gorilla
66,crocodile,FOUND,crocodile
66,whale,FOUND,whale
66,shark,FOUND,shark
66,dolphin,FOUND,dolphin
66,anteater,FOUND,anteater
66,ant,FOUND,ant
66,centipede,FOUND,centipede
66,manatee,FOUND,manatee
66,bird,FOUND,bird
67,dog,FOUND,dog
67,cat,FOUND,cat
67,squirrel,FOUND,squirrel
67,lion,FOUND,lion
67,bear,FOUND,bear
67,otter,FOUND,otter
67,horse,FOUND,horse
67,cow,FOUND,cow
67,pig,FOUND,pig
67,insect,FOUND,insect
67,octopus,FOUND,octopus
67,fish,FOUND,fish
67,human,FOUND,human
67,sheep,FOUND,sheep
67,monkey,FOUND,monkey
67,ape,FOUND,ape
67,bird,FOUND,bird
68,turtle,FOUND,turtle
68,penguin,FOUND,penguin
68,hamster,FOUND,hamster
68,spider,FOUND,spider
68,dog,FOUND,dog
68,cat,FOUND,cat
68,bird,FOUND,bird
68,frog,FOUND,frog
68,ant,FOUND,ant
68,worm,FOUND,worm
68,butterfly,FOUND,butterfly
68,ladybug,FOUND,ladybug
68,cheetah,FOUND,cheetah
68,lion,FOUND,lion
68,tiger,FOUND,tiger
68,bear,FOUND,bear
68,killer_whale,REPLACE,killer whale
68,dolphin,FOUND,dolphin
68,fish,FOUND,fish
68,piranha,FOUND,piranha
68,eel,FOUND,eel
68,barracuda,FOUND,barracuda
69,zebra,FOUND,zebra
69,pig,FOUND,pig
69,duck,FOUND,duck
69,bat,FOUND,bat
69,owl,FOUND,owl
69,cat,FOUND,cat
69,dog,FOUND,dog
69,bug,FOUND,bug
69,hedgehog,FOUND,hedgehog
69,snake,FOUND,snake
69,turtle,FOUND,turtle
69,lizard,FOUND,lizard
69,horse,FOUND,horse
69,cow,FOUND,cow
69,flamingo,FOUND,flamingo
69,elephant,FOUND,elephant
69,tiger,FOUND,tiger
69,leopard,FOUND,leopard
70,cat,FOUND,cat
70,dog,FOUND,dog
70,mouse,FOUND,mouse
70,rat,FOUND,rat
70,giraffe,FOUND,giraffe
70,lion,FOUND,lion
70,tiger,FOUND,tiger
70,monkey,FOUND,monkey
70,penguin,FOUND,penguin
70,stork,FOUND,stork
70,dolphin,FOUND,dolphin
70,kangaroo,FOUND,kangaroo
70,ferret,FOUND,ferret
70,hamster,FOUND,hamster
70,raccoon,FOUND,raccoon
70,squirrel,FOUND,squirrel
70,bird,FOUND,bird
70,peacock,FOUND,peacock
71,antelope,FOUND,antelope
71,shark,FOUND,shark
71,whale,FOUND,whale
71,bunny,FOUND,bunny
71,rabbit,FOUND,rabbit
71,dog,FOUND,dog
71,cat,FOUND,cat
71,bird,FOUND,bird
71,turtle,FOUND,turtle
71,hippo,FOUND,hippo
71,beaver,FOUND,beaver
71,squirrel,FOUND,squirrel
71,chipmunk,FOUND,chipmunk
71,lion,FOUND,lion
71,tiger,FOUND,tiger
71,ostrich,FOUND,ostrich
71,leopard,FOUND,leopard
71,fox,FOUND,fox
71,swan,FOUND,swan
71,goose,FOUND,goose
71,duck,FOUND,duck
71,porcupine,FOUND,porcupine
71,skunk,FOUND,skunk
71,sugar_glider,REPLACE,sugar glider
72,cat,FOUND,cat
72,dog,FOUND,dog
72,elephant,FOUND,elephant
72,giraffe,FOUND,giraffe
72,lizard,FOUND,lizard
72,chameleon,FOUND,chameleon
72,crocodile,FOUND,crocodile
72,centipede,FOUND,centipede
72,sheep,FOUND,sheep
72,goat,FOUND,goat
72,chicken,FOUND,chicken
72,duck,FOUND,duck
72,penguin,FOUND,penguin
72,polar_bear,REPLACE,polar bear
72,bird,FOUND,bird
72,tiger,FOUND,tiger
72,horse,FOUND,horse
72,gerbil,FOUND,gerbil
73,dog,FOUND,dog
73,cat,FOUND,cat
73,crocodile,FOUND,crocodile
73,alligator,FOUND,alligator
73,zebra,FOUND,zebra
73,giraffe,FOUND,giraffe
73,kangaroo,FOUND,kangaroo
73,gorilla,FOUND,gorilla
73,bird,FOUND,bird
73,parrot,FOUND,parrot
73,lion,FOUND,lion
73,buffalo,FOUND,buffalo
73,fish,FOUND,fish
73,ferret,FOUND,ferret
73,hamster,FOUND,hamster
73,mouse,FOUND,mouse
73,rat,FOUND,rat
73,snake,FOUND,snake
73,jaguar,FOUND,jaguar
73,shark,FOUND,shark
73,whale,FOUND,whale
74,aardvark,FOUND,aardvark
74,antelope,FOUND,antelope
74,bear,FOUND,bear
74,bunny,FOUND,bunny
74,cat,FOUND,cat
74,cheetah,FOUND,cheetah
74,dog,FOUND,dog
74,dolphin,FOUND,dolphin
74,dinosaur,FOUND,dinosaur
74,elephant,FOUND,elephant
74,frog,FOUND,frog
74,giraffe,FOUND,giraffe
74,horse,FOUND,horse
74,iguana,FOUND,iguana
74,lion,FOUND,lion
74,leopard,FOUND,leopard
74,lemur,FOUND,lemur
74,monkey,FOUND,monkey
74,narwhal,FOUND,narwhal
74,octopus,FOUND,octopus
74,kangaroo,FOUND,kangaroo
74,hippo,FOUND,hippo
74,zebra,FOUND,zebra
74,yak,FOUND,yak
74,tiger,FOUND,tiger
74,rhino,FOUND,rhino
76,lion,FOUND,lion
76,tiger,FOUND,tiger
76,ant,FOUND,ant
76,boar,FOUND,boar
76,hippo,FOUND,hippo
76,giraffe,FOUND,giraffe
76,cheetah,FOUND,cheetah
76,cat,FOUND,cat
76,dog,FOUND,dog
76,rat,FOUND,rat
76,chicken,FOUND,chicken
76,bird,FOUND,bird
76,toucan,FOUND,toucan
76,horse,FOUND,horse
76,pony,FOUND,pony
76,fish,FOUND,fish
76,toad,FOUND,toad
76,clownfish,FOUND,clownfish
77,zebra,FOUND,zebra
77,ox,FOUND,ox
77,cat,FOUND,cat
77,alligator,FOUND,alligator
77,butterfly,FOUND,butterfly
77,hamster,FOUND,hamster
77,ferret,FOUND,ferret
77,snail,FOUND,snail
77,mouse,FOUND,mouse
77,tarantula,FOUND,tarantula
77,snake,FOUND,snake
77,fly,FOUND,fly
77,horse,FOUND,horse
77,ostrich,FOUND,ostrich
77,giraffe,FOUND,giraffe
77,hippo,FOUND,hippo
77,lion,FOUND,lion
77,tiger,FOUND,tiger
77,liger,FOUND,liger
77,donkey,FOUND,donkey
78,kangaroo,FOUND,kangaroo
78,spider,FOUND,spider
78,snake,FOUND,snake
78,snail,FOUND,snail
78,dog,FOUND,dog
78,cat,FOUND,cat
78,frog,FOUND,frog
78,turtle,FOUND,turtle
78,gerbil,FOUND,gerbil
78,hamster,FOUND,hamster
78,guinea_pig,REPLACE,guinea pig
78,bird,FOUND,bird
78,kangaroo,FOUND,kangaroo
78,lizard,FOUND,lizard
78,lion,FOUND,lion
78,tiger,FOUND,tiger
78,leopard,FOUND,leopard
79,dog,FOUND,dog
79,cat,FOUND,cat
79,horse,FOUND,horse
79,bat,FOUND,bat
79,bear,FOUND,bear
79,fish,FOUND,fish
79,fox,FOUND,fox
79,turtle,FOUND,turtle
79,monkey,FOUND,monkey
79,elephant,FOUND,elephant
79,lion,FOUND,lion
79,zebra,FOUND,zebra
79,octopus,FOUND,octopus
79,ox,FOUND,ox
79,gazelle,FOUND,gazelle
79,giraffe,FOUND,giraffe
79,gibbon,FOUND,gibbon
79,orangutan,FOUND,orangutan
79,toucan,FOUND,toucan
79,lemur,FOUND,lemur
79,eagle,FOUND,eagle
79,snake,FOUND,snake
79,tarantula,FOUND,tarantula
79,tiger,FOUND,tiger
79,jaguar,FOUND,jaguar
80,horse,FOUND,horse
80,dog,FOUND,dog
80,cat,FOUND,cat
80,snake,FOUND,snake
80,tiger,FOUND,tiger
80,hamster,FOUND,hamster
80,gerbil,FOUND,gerbil
80,spider,FOUND,spider
80,mouse,FOUND,mouse
80,lion,FOUND,lion
80,gorilla,FOUND,gorilla
80,giraffe,FOUND,giraffe
80,polar_bear,REPLACE,polar bear
80,panda,FOUND,panda
80,sloth,FOUND,sloth
80,bee,FOUND,bee
80,butterfly,FOUND,butterfly
81,elephant,FOUND,elephant
81,giraffe,FOUND,giraffe
81,zebra,FOUND,zebra
81,antelope,FOUND,antelope
81,alligator,FOUND,alligator
81,crocodile,FOUND,crocodile
81,seal,FOUND,seal
81,shark,FOUND,shark
81,dolphin,FOUND,dolphin
81,caterpillar,FOUND,caterpillar
81,zebra,FOUND,zebra
81,whale,FOUND,whale
81,dolphin,FOUND,dolphin
81,fish,FOUND,fish
81,frog,FOUND,frog
81,dog,FOUND,dog
81,cat,FOUND,cat
81,snail,FOUND,snail
81,tadpole,FOUND,tadpole
81,ant,FOUND,ant
81,spider,FOUND,spider
81,snake,FOUND,snake
82,kangaroo,FOUND,kangaroo
82,dog,FOUND,dog
82,cat,FOUND,cat
82,tiger,FOUND,tiger
82,leopard,FOUND,leopard
82,jaguar,FOUND,jaguar
82,flamingo,FOUND,flamingo
82,peacock,FOUND,peacock
82,koala,FOUND,koala
82,bear,FOUND,bear
82,cicada,FOUND,cicada
82,wasp,FOUND,wasp
82,bee,FOUND,bee
82,fly,FOUND,fly
82,butterfly,FOUND,butterfly
82,elephant,FOUND,elephant
82,giraffe,FOUND,giraffe
82,monkey,FOUND,monkey
82,chimpanzee,FOUND,chimpanzee
83,dog,FOUND,dog
83,cat,FOUND,cat
83,alligator,FOUND,alligator
83,giraffe,FOUND,giraffe
83,zebra,FOUND,zebra
83,kangaroo,FOUND,kangaroo
83,pig,FOUND,pig
83,dinosaur,FOUND,dinosaur
83,hippo,FOUND,hippo
83,lizard,FOUND,lizard
83,bird,FOUND,bird
83,cicada,FOUND,cicada
83,ant,FOUND,ant
83,mole,FOUND,mole
83,mosquito,FOUND,mosquito
84,dog,FOUND,dog
84,cat,FOUND,cat
84,horse,FOUND,horse
84,fish,FOUND,fish
84,frog,FOUND,frog
84,cow,FOUND,cow
84,pig,FOUND,pig
84,chicken,FOUND,chicken
84,bunny,FOUND,bunny
84,lizard,FOUND,lizard
84,snake,FOUND,snake
84,elephant,FOUND,elephant
84,guinea_pig,REPLACE,guinea pig
84,llama,FOUND,llama
84,alpaca,FOUND,alpaca
84,tiger,FOUND,tiger
84,zebra,FOUND,zebra
84,monkey,FOUND,monkey
84,sloth,FOUND,sloth
84,dinosaur,FOUND,dinosaur
84,turtle,FOUND,turtle
84,ferret,FOUND,ferret
84,aardvark,FOUND,aardvark
84,tortoise,FOUND,tortoise
84,koala,FOUND,koala
84,kangaroo,FOUND,kangaroo
85,snake,FOUND,snake
85,tiger,FOUND,tiger
85,bear,FOUND,bear
85,dog,FOUND,dog
85,cat,FOUND,cat
85,whale,FOUND,whale
85,dolphin,FOUND,dolphin
85,lizard,FOUND,lizard
85,guinea_pig,REPLACE,guinea pig
85,bird,FOUND,bird
85,insect,FOUND,insect
85,cardinal,FOUND,cardinal
85,bald_eagle,REPLACE,bald eagle
85,panda,FOUND,panda
85,tasmanian_devil,REPLACE,tasmanian devil
85,jellyfish,FOUND,jellyfish
85,sea_turtle,REPLACE,sea turtle
85,box_turtle,REPLACE,box turtle
85,mountain_lion,REPLACE,mountain lion
85,alligator,FOUND,alligator
85,cow,FOUND,cow
85,goat,FOUND,goat
85,sheep,FOUND,sheep
85,pig,FOUND,pig
85,lemur,FOUND,lemur
86,anteater,FOUND,anteater
86,armadillo,FOUND,armadillo
86,badger,FOUND,badger
86,baboon,FOUND,baboon
86,giraffe,FOUND,giraffe
86,elephant,FOUND,elephant
86,pearl_frog,EXCLUDE,EXCLUDE
86,american_toad,REPLACE,american toad
86,bullfrog,FOUND,bullfrog
86,lover_frog,EXCLUDE,EXCLUDE
86,northern_cricket_frog,REPLACE,northern cricket frog
86,gray_treefrog,REPLACE,gray treefrog
86,eastern newt,FOUND,eastern newt
86,long_tailed_salamander,REPLACE,long tailed salamander
86,dolphin,FOUND,dolphin
86,manatee,FOUND,manatee
86,beluga_whale,REPLACE,beluga whale
86,whale_shark,REPLACE,whale shark
86,great_white_shark,REPLACE,great white shark
86,hammerhead_shark,REPLACE,hammerhead shark
86,blowfish,FOUND,blowfish
86,clownfish,FOUND,clownfish
86,robin,FOUND,robin
86,blue_jay,REPLACE,blue jay
86,bald_eagle,REPLACE,bald eagle
86,barn_owl,REPLACE,barn owl
86,white_tailed_deer,REPLACE,white tailed deer
86,possum,FOUND,possum
86,opossum,FOUND,opossum
86,macaw,FOUND,macaw
86,pygmy_marmoset,REPLACE,pygmy marmoset
87,dog,FOUND,dog
87,cat,FOUND,cat
87,fish,FOUND,fish
87,hamster,FOUND,hamster
87,rat,FOUND,rat
87,lizard,FOUND,lizard
87,tiger,FOUND,tiger
87,lion,FOUND,lion
87,zebra,FOUND,zebra
87,bear,FOUND,bear
87,monkey,FOUND,monkey
87,giraffe,FOUND,giraffe
87,elephant,FOUND,elephant
87,turkey,FOUND,turkey
87,anteater,FOUND,anteater
87,ostrich,FOUND,ostrich
87,whale,FOUND,whale
87,rhino,FOUND,rhino
87,anteater,FOUND,anteater
87,ant,FOUND,ant
87,bee,FOUND,bee
87,wasp,FOUND,wasp
87,caterpillar,FOUND,caterpillar
87,butterfly,FOUND,butterfly
87,grasshopper,FOUND,grasshopper
87,panda,FOUND,panda
87,crane,FOUND,crane
87,bunny,FOUND,bunny
88,pig,FOUND,pig
88,cow,FOUND,cow
88,rabbit,FOUND,rabbit
88,tiger,FOUND,tiger
88,horse,FOUND,horse
88,cat,FOUND,cat
88,dog,FOUND,dog
88,komodo_dragon,REPLACE,komodo dragon
88,lizard,FOUND,lizard
88,iguana,FOUND,iguana
88,scorpion,FOUND,scorpion
88,snake,FOUND,snake
88,bird,FOUND,bird
88,raven,FOUND,raven
88,crow,FOUND,crow
88,hawk,FOUND,hawk
88,falcon,FOUND,falcon
88,eagle,FOUND,eagle
88,worm,FOUND,worm
88,bug,FOUND,bug
88,fox,FOUND,fox
88,coyote,FOUND,coyote
88,wolf,FOUND,wolf
88,squirrel,FOUND,squirrel
88,mole,FOUND,mole
88,groundhog,FOUND,groundhog
88,wolverine,FOUND,wolverine
89,fox,FOUND,fox
89,horse,FOUND,horse
89,bee,FOUND,bee
89,dog,FOUND,dog
89,cat,FOUND,cat
89,hamster,FOUND,hamster
89,rabbit,FOUND,rabbit
89,snake,FOUND,snake
89,dolphin,FOUND,dolphin
89,hippo,FOUND,hippo
89,giraffe,FOUND,giraffe
89,tiger,FOUND,tiger
89,lion,FOUND,lion
89,cheetah,FOUND,cheetah
89,zebra,FOUND,zebra
89,rat,FOUND,rat
89,mouse,FOUND,mouse
89,bird,FOUND,bird
89,fish,FOUND,fish
89,shark,FOUND,shark
89,stingray,FOUND,stingray
89,starfish,FOUND,starfish
90,axolotl,FOUND,axolotl
90,anteater,FOUND,anteater
90,lion,FOUND,lion
90,lemur,FOUND,lemur
90,emu,FOUND,emu
90,ostrich,FOUND,ostrich
90,tiger,FOUND,tiger
90,elephant,FOUND,elephant
90,bee,FOUND,bee
90,tasmanian_devil,REPLACE,tasmanian devil
90,gopher,FOUND,gopher
90,groundhog,FOUND,groundhog
90,otter,FOUND,otter
90,bear,FOUND,bear
90,cockroach,FOUND,cockroach
90,snake,FOUND,snake
90,frog,FOUND,frog
90,salamander,FOUND,salamander
90,turtle,FOUND,turtle
90,cat,FOUND,cat
90,dog,FOUND,dog
90,mountain_lion,REPLACE,mountain lion
90,goldfish,FOUND,goldfish
91,ant,FOUND,ant
91,baboon,FOUND,baboon
91,cat,FOUND,cat
91,dog,FOUND,dog
91,fish,FOUND,fish
91,bird,FOUND,bird
91,snake,FOUND,snake
91,worm,FOUND,worm
91,butterfly,FOUND,butterfly
91,bear,FOUND,bear
91,flamingo,FOUND,flamingo
91,octopus,FOUND,octopus
91,whale,FOUND,whale
91,starfish,FOUND,starfish
91,chinchilla,FOUND,chinchilla
91,hamster,FOUND,hamster
91,guinea_pig,REPLACE,guinea pig
91,tiger,FOUND,tiger
91,lion,FOUND,lion
91,elephant,FOUND,elephant
91,hippo,FOUND,hippo
91,giraffe,FOUND,giraffe
91,turtle,FOUND,turtle
92,dog,FOUND,dog
92,cat,FOUND,cat
92,african wild dog,FOUND,african wild dog
92,goat,FOUND,goat
92,lion,FOUND,lion
92,bear,FOUND,bear
92,tiger,FOUND,tiger
92,lion,FOUND,lion
92,elephant,FOUND,elephant
92,giraffe,FOUND,giraffe
92,flamingo,FOUND,flamingo
92,bass,FOUND,bass
92,trout,FOUND,trout
92,butterfly,FOUND,butterfly
92,walleye,FOUND,walleye
92,sturgeon,FOUND,sturgeon
92,shark,FOUND,shark
92,tigerfish_fish,EXCLUDE,EXCLUDE
92,hammerhead_shark,REPLACE,hammerhead shark
92,whale,FOUND,whale
92,dolphin,FOUND,dolphin
92,seagull,FOUND,seagull
92,catfish,FOUND,catfish
92,ant,FOUND,ant
92,beetle,FOUND,beetle
92,prairie_dog,REPLACE,prairie dog
92,water_buffalo,REPLACE,water buffalo
92,antelope,FOUND,antelope
92,zebra,FOUND,zebra
93,aardvark,FOUND,aardvark
93,anteater,FOUND,anteater
93,elephant,FOUND,elephant
93,tiger,FOUND,tiger
93,lion,FOUND,lion
93,bear,FOUND,bear
93,cub,FOUND,cub
93,goat,FOUND,goat
93,cow,FOUND,cow
93,rooster,FOUND,rooster
93,chicken,FOUND,chicken
93,pig,FOUND,pig
93,giraffe,FOUND,giraffe
93,snake,FOUND,snake
93,sloth,FOUND,sloth
93,bird,FOUND,bird
93,penguin,FOUND,penguin
93,pelican,FOUND,pelican
93,buffalo,FOUND,buffalo
93,bison,FOUND,bison
93,horse,FOUND,horse
93,moose,FOUND,moose
93,deer,FOUND,deer
93,squirrel,FOUND,squirrel
93,frog,FOUND,frog
93,salamander,FOUND,salamander
93,whale,FOUND,whale
93,dolphin,FOUND,dolphin
93,turtle,FOUND,turtle
93,fish,FOUND,fish
93,octopus,FOUND,octopus
93,stingray,FOUND,stingray
93,jellyfish,FOUND,jellyfish
93,crab,FOUND,crab
93,starfish,FOUND,starfish
94,aardvark,FOUND,aardvark
94,monkey,FOUND,monkey
94,lion,FOUND,lion
94,tiger,FOUND,tiger
94,giraffe,FOUND,giraffe
94,anteater,FOUND,anteater
94,tick,FOUND,tick
94,whale,FOUND,whale
94,walrus,FOUND,walrus
94,clam,FOUND,clam
94,sea_anemone,REPLACE,sea anemone
94,clownfish,FOUND,clownfish
94,tiger,FOUND,tiger
94,dog,FOUND,dog
94,cat,FOUND,cat
94,dolphin,FOUND,dolphin
94,hyena,FOUND,hyena
94,wolf,FOUND,wolf
94,eagle,FOUND,eagle
94,falcon,FOUND,falcon
94,crow,FOUND,crow
94,pigeon,FOUND,pigeon
94,bobcat,FOUND,bobcat
95,cat,FOUND,cat
95,dog,FOUND,dog
95,hamster,FOUND,hamster
95,rat,FOUND,rat
95,tiger,FOUND,tiger
95,lion,FOUND,lion
95,cheetah,FOUND,cheetah
95,leopard,FOUND,leopard
95,bobcat,FOUND,bobcat
95,wolf,FOUND,wolf
95,coyote,FOUND,coyote
95,mouse,FOUND,mouse
95,horse,FOUND,horse
95,deer,FOUND,deer
95,moose,FOUND,moose
95,mule,FOUND,mule
95,donkey,FOUND,donkey
95,snake,FOUND,snake
95,lizard,FOUND,lizard
95,turtle,FOUND,turtle
95,possum,FOUND,possum
95,opossum,FOUND,opossum
95,raccoon,FOUND,raccoon
96,rainbow_fish,REPLACE,rainbowfish
96,starling,FOUND,starling
96,dog,FOUND,dog
96,cat,FOUND,cat
96,aardvark,FOUND,aardvark
96,tiger,FOUND,tiger
96,eel,FOUND,eel
96,corydoras,FOUND,corydoras
96,ocelot,FOUND,ocelot
96,rattlesnake,FOUND,rattlesnake
96,rat,FOUND,rat
96,sheep,FOUND,sheep
96,chicken,FOUND,chicken
96,rabbit,FOUND,rabbit
97,tiger,FOUND,tiger
97,bear,FOUND,bear
97,lion,FOUND,lion
97,giraffe,FOUND,giraffe
97,gray_treefrog,REPLACE,gray treefrog
97,green_treefrog,REPLACE,green tree frog
97,anole,FOUND,anole
97,long_tailed_lizard,REPLACE,long tailed lizard
97,cat,FOUND,cat
97,dog,FOUND,dog
97,puma,FOUND,puma
97,zebra,FOUND,zebra
97,elephant,FOUND,elephant
97,giraffe,FOUND,giraffe
97,buffalo,FOUND,buffalo
97,bison,FOUND,bison
97,deer,FOUND,deer
97,reindeer,FOUND,reindeer
97,polar_bear,REPLACE,polar bear
97,narwhal,FOUND,narwhal
97,flounder,FOUND,flounder
97,shrimp,FOUND,shrimp
97,crab,FOUND,crab
97,cow,FOUND,cow
97,pig,FOUND,pig
97,sheep,FOUND,sheep
97,goat,FOUND,goat
97,horse,FOUND,horse
97,chicken,FOUND,chicken
97,seagull,FOUND,seagull
97,croaker,FOUND,croaker
97,dolphin,FOUND,dolphin
97,whale,FOUND,whale
98,dog,FOUND,dog
98,cat,FOUND,cat
98,iguana,FOUND,iguana
98,fish,FOUND,fish
98,elephant,FOUND,elephant
98,camel,FOUND,camel
98,ant,FOUND,ant
98,groundhog,FOUND,groundhog
98,eagle,FOUND,eagle
98,bird,FOUND,bird
98,turtle,FOUND,turtle
98,rabbit,FOUND,rabbit
98,bunny,FOUND,bunny
98,horse,FOUND,horse
98,lizard,FOUND,lizard
98,shark,FOUND,shark
98,octopus,FOUND,octopus
98,cow,FOUND,cow
98,goat,FOUND,goat
98,sheep,FOUND,sheep
98,chicken,FOUND,chicken
98,pig,FOUND,pig
98,alligator,FOUND,alligator
98,crocodile,FOUND,crocodile
99,cat,FOUND,cat
99,dog,FOUND,dog
99,fish,FOUND,fish
99,bird,FOUND,bird
99,monkey,FOUND,monkey
99,lizard,FOUND,lizard
99,elephant,FOUND,elephant
99,giraffe,FOUND,giraffe
99,manatee,FOUND,manatee
99,snake,FOUND,snake
99,rat,FOUND,rat
99,deer,FOUND,deer
99,rhino,FOUND,rhino
100,cat,FOUND,cat
100,dog,FOUND,dog
100,lizard,FOUND,lizard
100,bird,FOUND,bird
100,bug,FOUND,bug
100,otter,FOUND,otter
100,giraffe,FOUND,giraffe
100,elephant,FOUND,elephant
100,seal,FOUND,seal
100,horse,FOUND,horse
100,zebra,FOUND,zebra
100,lion,FOUND,lion
100,tiger,FOUND,tiger
100,penguin,FOUND,penguin
100,eagle,FOUND,eagle
100,ox,FOUND,ox
100,cow,FOUND,cow
100,chicken,FOUND,chicken
100,rooster,FOUND,rooster
100,horse,FOUND,horse
101,ant,FOUND,ant
101,alligator,FOUND,alligator
