SID,entry,evaluation,replacement,entryInSNAFU,replacementInSNAFU,entryInTroyerEx,replacementInTroyerEx,final_word,comments
872,black bear,FOUND,black bear,1,1,1,1,,
872,brown bear,FOUND,brown bear,1,1,1,1,,
872,wolverine,FOUND,wolverine,1,1,1,1,,
872,jack russell terrier,FOUND,jack russell terrier,0,0,1,1,,
872,wiener dog,FOUND,wiener dog,0,0,1,1,,
872,guinea pig,FOUND,guinea pig,1,1,1,1,,
872,boa constrictor,FOUND,boa constrictor,1,1,1,1,,
872,anaconda,FOUND,anaconda,1,1,1,1,,
872,lizard,FOUND,lizard,1,1,1,1,,
872,gila monster,FOUND,gila monster,0,0,1,1,,
872,roadrunner,FOUND,roadrunner,1,1,1,1,,
872,red breasted bird,EXCLUDE,EXCLUDE,0,0,0,0,,
872,redtailed hawk,REPLACE,red tailed hawk,0,1,0,1,,
872,robin,FOUND,robin,1,1,1,1,,
875,dog,FOUND,dog,1,1,1,1,,
875,cat,FOUND,cat,1,1,1,1,,
875,rabbit,FOUND,rabbit,1,1,1,1,,
875,horse,FOUND,horse,1,1,1,1,,
875,pig,FOUND,pig,1,1,1,1,,
875,cow,FOUND,cow,1,1,1,1,,
875,chicken,FOUND,chicken,1,1,1,1,,
875,horse,FOUND,horse,1,1,1,1,,
875,fish,FOUND,fish,1,1,1,1,,
875,turtle,FOUND,turtle,1,1,1,1,,
875,guinea pig,FOUND,guinea pig,1,1,1,1,,
875,hamster,FOUND,hamster,1,1,1,1,,
875,rat,FOUND,rat,1,1,1,1,,
875,mouse,FOUND,mouse,1,1,1,1,,
875,gerbil,FOUND,gerbil,1,1,1,1,,
875,giraffe,FOUND,giraffe,1,1,1,1,,
875,elephant,FOUND,elephant,1,1,1,1,,
875,zebra,FOUND,zebra,1,1,1,1,,
875,antelope,FOUND,antelope,1,1,1,1,,
876,dog,FOUND,dog,1,1,1,1,,
876,cat,FOUND,cat,1,1,1,1,,
876,fox,FOUND,fox,1,1,1,1,,
876,goat,FOUND,goat,1,1,1,1,,
876,sheep,FOUND,sheep,1,1,1,1,,
876,horse,FOUND,horse,1,1,1,1,,
876,cow,FOUND,cow,1,1,1,1,,
876,pig,FOUND,pig,1,1,1,1,,
876,giraffe,FOUND,giraffe,1,1,1,1,,
876,zebra,FOUND,zebra,1,1,1,1,,
876,lion,FOUND,lion,1,1,1,1,,
876,tiger,FOUND,tiger,1,1,1,1,,
876,ferret,FOUND,ferret,1,1,1,1,,
876,squirrel,FOUND,squirrel,1,1,1,1,,
876,raccoon,FOUND,raccoon,1,1,1,1,,
876,zebra,FOUND,zebra,1,1,1,1,,
876,cheetah,FOUND,cheetah,1,1,1,1,,
876,duck,FOUND,duck,1,1,1,1,,
876,goose,FOUND,goose,1,1,1,1,,
876,penguin,FOUND,penguin,1,1,1,1,,
901,dog,FOUND,dog,1,1,1,1,,
901,bee,FOUND,bee,1,1,1,1,,
901,bat,FOUND,bat,1,1,1,1,,
901,cat,FOUND,cat,1,1,1,1,,
901,rat,FOUND,rat,1,1,1,1,,
901,flamingo,FOUND,flamingo,1,1,1,1,,
901,kangaroo,FOUND,kangaroo,1,1,1,1,,
901,giraffe,FOUND,giraffe,1,1,1,1,,
901,elephant,FOUND,elephant,1,1,1,1,,
901,rhino,FOUND,rhino,1,1,1,1,,
901,moose,FOUND,moose,1,1,1,1,,
901,bear,FOUND,bear,1,1,1,1,,
901,possum,FOUND,possum,1,1,1,1,,
901,raccoon,FOUND,raccoon,1,1,1,1,,
901,ferret,FOUND,ferret,1,1,1,1,,
901,turtle,FOUND,turtle,1,1,1,1,,
901,lizard,FOUND,lizard,1,1,1,1,,
901,shark,FOUND,shark,1,1,1,1,,
901,barracuda,FOUND,barracuda,1,1,1,1,,
901,lion,FOUND,lion,1,1,1,1,,
901,tiger,FOUND,tiger,1,1,1,1,,
901,hyena,FOUND,hyena,1,1,1,1,,
901,ostrich,FOUND,ostrich,1,1,1,1,,
901,bluebird,FOUND,bluebird,1,1,1,1,,
901,monkey,FOUND,monkey,1,1,1,1,,
901,gorilla,FOUND,gorilla,1,1,1,1,,
901,panda,FOUND,panda,1,1,1,1,,
901,crane,FOUND,crane,1,1,1,1,,
901,alligator,FOUND,alligator,1,1,1,1,,
901,llama,FOUND,llama,1,1,1,1,,
901,leopard,FOUND,leopard,1,1,1,1,,
901,goat,FOUND,goat,1,1,1,1,,
909,cat,FOUND,cat,1,1,1,1,,
909,dog,FOUND,dog,1,1,1,1,,
909,mouse,FOUND,mouse,1,1,1,1,,
909,rat,FOUND,rat,1,1,1,1,,
909,gerbil,FOUND,gerbil,1,1,1,1,,
909,hamster,FOUND,hamster,1,1,1,1,,
909,cow,FOUND,cow,1,1,1,1,,
909,horse,FOUND,horse,1,1,1,1,,
909,sheep,FOUND,sheep,1,1,1,1,,
909,pig,FOUND,pig,1,1,1,1,,
909,goat,FOUND,goat,1,1,1,1,,
909,lion,FOUND,lion,1,1,1,1,,
909,tiger,FOUND,tiger,1,1,1,1,,
909,bear,FOUND,bear,1,1,1,1,,
909,jaguar,FOUND,jaguar,1,1,1,1,,
909,leopard,FOUND,leopard,1,1,1,1,,
909,wolf,FOUND,wolf,1,1,1,1,,
909,aardvark,FOUND,aardvark,1,1,1,1,,
909,capybara,FOUND,capybara,1,1,1,1,,
909,wombat,FOUND,wombat,1,1,1,1,,
909,kangaroo,FOUND,kangaroo,1,1,1,1,,
909,echidna,FOUND,echidna,1,1,1,1,,
909,dingo,FOUND,dingo,1,1,1,1,,
909,snake,FOUND,snake,1,1,1,1,,
912,dog,FOUND,dog,1,1,1,1,,
912,cat,FOUND,cat,1,1,1,1,,
912,hamster,FOUND,hamster,1,1,1,1,,
912,spider,FOUND,spider,1,1,1,1,,
912,bird,FOUND,bird,1,1,1,1,,
912,scorpion,FOUND,scorpion,1,1,1,1,,
912,fish,FOUND,fish,1,1,1,1,,
912,dolphin,FOUND,dolphin,1,1,1,1,,
912,whale,FOUND,whale,1,1,1,1,,
912,orca,FOUND,orca,1,1,1,1,,
912,caterpillar,FOUND,caterpillar,1,1,1,1,,
912,worm,FOUND,worm,1,1,1,1,,
912,snail,FOUND,snail,1,1,1,1,,
912,sheep,FOUND,sheep,1,1,1,1,,
912,cow,FOUND,cow,1,1,1,1,,
912,pig,FOUND,pig,1,1,1,1,,
912,ostrich,FOUND,ostrich,1,1,1,1,,
912,lion,FOUND,lion,1,1,1,1,,
912,jaguar,FOUND,jaguar,1,1,1,1,,
912,cheetah,FOUND,cheetah,1,1,1,1,,
912,leopard,FOUND,leopard,1,1,1,1,,
912,sea star,FOUND,sea star,0,0,1,1,,
