"SID","entry","evaluation","replacement","entryInSNAFU","replacementInSNAFU","entryInTroyerEx","replacementInTroyerEx"
37,"mouse","FOUND","mouse",1,1,1,1
37,"horse","FOUND","horse",1,1,1,1
37,"zebra","FOUND","zebra",1,1,1,1
37,"lion","FOUND","lion",1,1,1,1
37,"kangaroo","FOUND","kangaroo",1,1,1,1
37,"zebra","FOUND","zebra",1,1,1,1
37,"flagellum","EXCLUDE","EXCLUDE",0,0,0,0
37,"crucifite","EXCLUDE","EXCLUDE",0,0,0,0
37,"diatom","EXCLUDE","EXCLUDE",0,0,0,0
37,"heteroate","EXCLUDE","EXCLUDE",0,0,0,0
37,"crab","FOUND","crab",1,1,1,1
37,"squirrel","FOUND","squirrel",1,1,1,1
37,"owl","FOUND","owl",1,1,1,1
37,"sheep","FOUND","sheep",1,1,1,1
37,"bobcat","FOUND","bobcat",1,1,1,1
37,"spider","FOUND","spider",1,1,1,1
37,"butterfly","FOUND","butterfly",1,1,1,1
37,"fish","FOUND","fish",1,1,1,1
37,"shark","FOUND","shark",1,1,1,1
37,"dolphin","FOUND","dolphin",1,1,1,1
37,"crab","FOUND","crab",1,1,1,1
38,"anteater","FOUND","anteater",1,1,1,1
38,"aardvark","FOUND","aardvark",1,1,1,1
38,"elk","FOUND","elk",1,1,1,1
38,"deer","FOUND","deer",1,1,1,1
38,"bear","FOUND","bear",1,1,1,1
38,"moose","FOUND","moose",1,1,1,1
38,"cat","FOUND","cat",1,1,1,1
38,"dog","FOUND","dog",1,1,1,1
38,"horse","FOUND","horse",1,1,1,1
38,"goat","FOUND","goat",1,1,1,1
38,"sheep","FOUND","sheep",1,1,1,1
38,"wolf","FOUND","wolf",1,1,1,1
38,"polar bear","FOUND","polar bear",1,1,1,1
38,"panda","FOUND","panda",1,1,1,1
38,"red panda","FOUND","red panda",1,1,1,1
38,"squirrel","FOUND","squirrel",1,1,1,1
38,"chipmunk","FOUND","chipmunk",1,1,1,1
38,"owl","FOUND","owl",1,1,1,1
38,"bird","FOUND","bird",1,1,1,1
38,"pigeon","FOUND","pigeon",1,1,1,1
38,"bug","FOUND","bug",1,1,1,1
38,"butterfly","FOUND","butterfly",1,1,1,1
38,"cockroach","FOUND","cockroach",1,1,1,1
38,"beetle","FOUND","beetle",1,1,1,1
38,"grasshopper","FOUND","grasshopper",1,1,1,1
39,"ostrich","FOUND","ostrich",1,1,1,1
39,"dog","FOUND","dog",1,1,1,1
39,"cat","FOUND","cat",1,1,1,1
39,"dolphin","FOUND","dolphin",1,1,1,1
39,"shark","FOUND","shark",1,1,1,1
39,"whale","FOUND","whale",1,1,1,1
39,"bat","FOUND","bat",1,1,1,1
39,"moose","FOUND","moose",1,1,1,1
39,"bear","FOUND","bear",1,1,1,1
39,"groundhog","FOUND","groundhog",1,1,1,1
39,"hedgehog","FOUND","hedgehog",1,1,1,1
39,"raccoon","FOUND","raccoon",1,1,1,1
39,"possum","FOUND","possum",1,1,1,1
39,"anteater","FOUND","anteater",1,1,1,1
39,"antelope","FOUND","antelope",1,1,1,1
39,"squid","FOUND","squid",1,1,1,1
39,"octopus","FOUND","octopus",1,1,1,1
40,"bear","FOUND","bear",1,1,1,1
40,"bat","FOUND","bat",1,1,1,1
40,"zebra","FOUND","zebra",1,1,1,1
40,"antelope","FOUND","antelope",1,1,1,1
40,"anteater","FOUND","anteater",1,1,1,1
40,"dolphin","FOUND","dolphin",1,1,1,1
40,"whale","FOUND","whale",1,1,1,1
40,"fish","FOUND","fish",1,1,1,1
40,"deer","FOUND","deer",1,1,1,1
40,"lion","FOUND","lion",1,1,1,1
40,"tiger","FOUND","tiger",1,1,1,1
40,"cheetah","FOUND","cheetah",1,1,1,1
40,"leopard","FOUND","leopard",1,1,1,1
40,"panther","FOUND","panther",1,1,1,1
40,"monkey","FOUND","monkey",1,1,1,1
40,"gorilla","FOUND","gorilla",1,1,1,1
40,"orangutan","FOUND","orangutan",1,1,1,1
40,"dog","FOUND","dog",1,1,1,1
40,"cat","FOUND","cat",1,1,1,1
40,"otter","FOUND","otter",1,1,1,1
40,"weasel","FOUND","weasel",1,1,1,1
40,"ferret","FOUND","ferret",1,1,1,1
40,"hamster","FOUND","hamster",1,1,1,1
40,"chinchilla","FOUND","chinchilla",1,1,1,1
40,"hedgehog","FOUND","hedgehog",1,1,1,1
40,"moose","FOUND","moose",1,1,1,1
40,"salamander","FOUND","salamander",1,1,1,1
40,"snake","FOUND","snake",1,1,1,1
40,"lizard","FOUND","lizard",1,1,1,1
40,"crab","FOUND","crab",1,1,1,1
40,"lobster","FOUND","lobster",1,1,1,1
41,"lamb","FOUND","lamb",1,1,1,1
41,"cat","FOUND","cat",1,1,1,1
41,"cow","FOUND","cow",1,1,1,1
41,"dog","FOUND","dog",1,1,1,1
41,"bird","FOUND","bird",1,1,1,1
41,"deer","FOUND","deer",1,1,1,1
41,"squirrel","FOUND","squirrel",1,1,1,1
41,"snake","FOUND","snake",1,1,1,1
41,"kangaroo","FOUND","kangaroo",1,1,1,1
41,"moose","FOUND","moose",1,1,1,1
41,"shark","FOUND","shark",1,1,1,1
41,"bird","FOUND","bird",1,1,1,1
41,"giraffe","FOUND","giraffe",1,1,1,1
41,"elephant","FOUND","elephant",1,1,1,1
41,"zebra","FOUND","zebra",1,1,1,1
41,"gorilla","FOUND","gorilla",1,1,1,1
41,"elk","FOUND","elk",1,1,1,1
41,"black bear","FOUND","black bear",1,1,1,1
41,"tiger","FOUND","tiger",1,1,1,1
41,"sloth","FOUND","sloth",1,1,1,1
42,"dog","FOUND","dog",1,1,1,1
42,"cat","FOUND","cat",1,1,1,1
42,"lizard","FOUND","lizard",1,1,1,1
42,"tiger","FOUND","tiger",1,1,1,1
42,"giraffe","FOUND","giraffe",1,1,1,1
42,"elephant","FOUND","elephant",1,1,1,1
42,"ostrich","FOUND","ostrich",1,1,1,1
42,"peacock","FOUND","peacock",1,1,1,1
42,"goat","FOUND","goat",1,1,1,1
42,"whale","FOUND","whale",1,1,1,1
42,"goldfish","FOUND","goldfish",1,1,1,1
42,"crocodile","FOUND","crocodile",1,1,1,1
42,"alligator","FOUND","alligator",1,1,1,1
42,"koala","FOUND","koala",1,1,1,1
42,"panda","FOUND","panda",1,1,1,1
42,"black bear","FOUND","black bear",1,1,1,1
42,"brown bear","FOUND","brown bear",1,1,1,1
42,"gopher","FOUND","gopher",1,1,1,1
42,"cat","FOUND","cat",1,1,1,1
42,"raccoon","FOUND","raccoon",1,1,1,1
42,"squirrel","FOUND","squirrel",1,1,1,1
42,"hamster","FOUND","hamster",1,1,1,1
42,"tarantula","FOUND","tarantula",1,1,1,1
42,"grasshopper","FOUND","grasshopper",1,1,1,1
42,"centipede","FOUND","centipede",1,1,1,1
42,"caterpillar","FOUND","caterpillar",1,1,1,1
42,"butterfly","FOUND","butterfly",1,1,1,1
42,"tick","FOUND","tick",1,1,1,1
42,"rat","FOUND","rat",1,1,1,1
42,"mouse","FOUND","mouse",1,1,1,1
42,"bird","FOUND","bird",1,1,1,1
42,"elephant","FOUND","elephant",1,1,1,1
42,"zebra","FOUND","zebra",1,1,1,1
42,"eagle","FOUND","eagle",1,1,1,1
43,"bat","FOUND","bat",1,1,1,1
43,"dog","FOUND","dog",1,1,1,1
43,"cat","FOUND","cat",1,1,1,1
43,"alpaca","FOUND","alpaca",1,1,1,1
43,"zebra","FOUND","zebra",1,1,1,1
43,"giraffe","FOUND","giraffe",1,1,1,1
43,"elephant","FOUND","elephant",1,1,1,1
43,"crocodile","FOUND","crocodile",1,1,1,1
43,"whale","FOUND","whale",1,1,1,1
43,"salmon","FOUND","salmon",1,1,1,1
43,"leopard","FOUND","leopard",1,1,1,1
43,"tiger","FOUND","tiger",1,1,1,1
43,"bird","FOUND","bird",1,1,1,1
43,"lizard","FOUND","lizard",1,1,1,1
43,"armadillo","FOUND","armadillo",1,1,1,1
43,"koala","FOUND","koala",1,1,1,1
43,"kangaroo","FOUND","kangaroo",1,1,1,1
43,"shark","FOUND","shark",1,1,1,1
43,"jellyfish","FOUND","jellyfish",1,1,1,1
43,"plankton","FOUND","plankton",1,1,1,1
43,"eagle","FOUND","eagle",1,1,1,1
43,"hawk","FOUND","hawk",1,1,1,1
43,"owl","FOUND","owl",1,1,1,1
43,"parrot","FOUND","parrot",1,1,1,1
43,"frog","FOUND","frog",1,1,1,1
43,"toad","FOUND","toad",1,1,1,1
43,"worm","FOUND","worm",1,1,1,1
44,"salmon","FOUND","salmon",1,1,1,1
44,"rabbit","FOUND","rabbit",1,1,1,1
44,"dog","FOUND","dog",1,1,1,1
44,"cat","FOUND","cat",1,1,1,1
44,"polar bear","FOUND","polar bear",1,1,1,1
44,"red panda","FOUND","red panda",1,1,1,1
44,"raccoon","FOUND","raccoon",1,1,1,1
44,"bee","FOUND","bee",1,1,1,1
44,"butterfly","FOUND","butterfly",1,1,1,1
44,"snail","FOUND","snail",1,1,1,1
44,"cicada","FOUND","cicada",1,1,1,1
44,"beaver","FOUND","beaver",1,1,1,1
44,"bird","FOUND","bird",1,1,1,1
44,"raven","FOUND","raven",1,1,1,1
44,"magpie","FOUND","magpie",1,1,1,1
44,"vulture","FOUND","vulture",1,1,1,1
44,"chickadee","FOUND","chickadee",1,1,1,1
44,"swallow","FOUND","swallow",1,1,1,1
44,"sparrow","FOUND","sparrow",1,1,1,1
44,"bluebird","FOUND","bluebird",1,1,1,1
44,"blue jay","FOUND","blue jay",1,1,1,1
44,"mockingbird","FOUND","mockingbird",1,1,1,1
44,"dog","FOUND","dog",1,1,1,1
44,"ferret","FOUND","ferret",1,1,1,1
44,"hamster","FOUND","hamster",1,1,1,1
44,"squirrel","FOUND","squirrel",1,1,1,1
45,"cat","FOUND","cat",1,1,1,1
45,"dog","FOUND","dog",1,1,1,1
45,"dolphin","FOUND","dolphin",1,1,1,1
45,"elephant","FOUND","elephant",1,1,1,1
45,"tiger","FOUND","tiger",1,1,1,1
45,"lion","FOUND","lion",1,1,1,1
45,"monkey","FOUND","monkey",1,1,1,1
45,"gorilla","FOUND","gorilla",1,1,1,1
45,"bee","FOUND","bee",1,1,1,1
45,"bird","FOUND","bird",1,1,1,1
45,"squirrel","FOUND","squirrel",1,1,1,1
45,"mole","FOUND","mole",1,1,1,1
45,"snake","FOUND","snake",1,1,1,1
45,"spider","FOUND","spider",1,1,1,1
45,"lizard","FOUND","lizard",1,1,1,1
45,"hamster","FOUND","hamster",1,1,1,1
45,"gerbil","FOUND","gerbil",1,1,1,1
45,"guinea pig","FOUND","guinea pig",1,1,1,1
50,"zebra","FOUND","zebra",1,1,1,1
50,"flounder","FOUND","flounder",1,1,1,1
50,"penguin","FOUND","penguin",1,1,1,1
50,"giraffe","FOUND","giraffe",1,1,1,1
50,"rhino","FOUND","rhino",1,1,1,1
50,"dog","FOUND","dog",1,1,1,1
50,"cat","FOUND","cat",1,1,1,1
50,"lion","FOUND","lion",1,1,1,1
50,"tiger","FOUND","tiger",1,1,1,1
50,"panther","FOUND","panther",1,1,1,1
50,"owl","FOUND","owl",1,1,1,1
50,"betta fish","FOUND","betta fish",1,1,1,1
50,"otter","FOUND","otter",1,1,1,1
50,"whale","FOUND","whale",1,1,1,1
50,"manatee","FOUND","manatee",1,1,1,1
50,"sea lion","FOUND","sea lion",0,0,1,1
50,"stingray","FOUND","stingray",1,1,1,1
50,"deer","FOUND","deer",1,1,1,1
50,"cow","FOUND","cow",1,1,1,1
50,"pig","FOUND","pig",1,1,1,1
52,"cat","FOUND","cat",1,1,1,1
52,"dog","FOUND","dog",1,1,1,1
52,"horse","FOUND","horse",1,1,1,1
52,"tiger","FOUND","tiger",1,1,1,1
52,"dolphin","FOUND","dolphin",1,1,1,1
52,"turtle","FOUND","turtle",1,1,1,1
52,"whale","FOUND","whale",1,1,1,1
52,"zebra","FOUND","zebra",1,1,1,1
52,"chicken","FOUND","chicken",1,1,1,1
52,"cow","FOUND","cow",1,1,1,1
52,"fish","FOUND","fish",1,1,1,1
52,"giraffe","FOUND","giraffe",1,1,1,1
52,"rhino","FOUND","rhino",1,1,1,1
52,"elephant","FOUND","elephant",1,1,1,1
52,"lion","FOUND","lion",1,1,1,1
52,"meerkat","FOUND","meerkat",1,1,1,1
52,"groundhog","FOUND","groundhog",1,1,1,1
52,"squirrel","FOUND","squirrel",1,1,1,1
52,"bird","FOUND","bird",1,1,1,1
52,"chipmunk","FOUND","chipmunk",1,1,1,1
52,"goat","FOUND","goat",1,1,1,1
52,"sheep","FOUND","sheep",1,1,1,1
52,"eel","FOUND","eel",1,1,1,1
52,"hamster","FOUND","hamster",1,1,1,1
52,"rat","FOUND","rat",1,1,1,1
52,"mouse","FOUND","mouse",1,1,1,1
53,"cat","FOUND","cat",1,1,1,1
53,"dog","FOUND","dog",1,1,1,1
53,"horse","FOUND","horse",1,1,1,1
53,"elephant","FOUND","elephant",1,1,1,1
53,"donkey","FOUND","donkey",1,1,1,1
53,"goat","FOUND","goat",1,1,1,1
53,"chicken","FOUND","chicken",1,1,1,1
53,"turkey","FOUND","turkey",1,1,1,1
53,"caterpillar","FOUND","caterpillar",1,1,1,1
53,"bumblebee","FOUND","bumblebee",1,1,1,1
53,"hornet","FOUND","hornet",1,1,1,1
53,"wasp","FOUND","wasp",1,1,1,1
53,"cow","FOUND","cow",1,1,1,1
53,"alpaca","FOUND","alpaca",1,1,1,1
53,"pallass cat","FOUND","pallass cat",0,0,1,1
53,"lion","FOUND","lion",1,1,1,1
53,"puma","FOUND","puma",1,1,1,1
53,"jaguar","FOUND","jaguar",1,1,1,1
53,"mountain lion","FOUND","mountain lion",1,1,1,1
53,"bobcat","FOUND","bobcat",1,1,1,1
53,"flamingo","FOUND","flamingo",1,1,1,1
54,"snake","FOUND","snake",1,1,1,1
54,"seahorse","FOUND","seahorse",1,1,1,1
54,"fish","FOUND","fish",1,1,1,1
54,"whale","FOUND","whale",1,1,1,1
54,"shark","FOUND","shark",1,1,1,1
54,"dog","FOUND","dog",1,1,1,1
54,"cat","FOUND","cat",1,1,1,1
54,"lizard","FOUND","lizard",1,1,1,1
54,"gecko","FOUND","gecko",1,1,1,1
54,"zebra","FOUND","zebra",1,1,1,1
54,"lion","FOUND","lion",1,1,1,1
54,"tiger","FOUND","tiger",1,1,1,1
54,"bear","FOUND","bear",1,1,1,1
54,"monkey","FOUND","monkey",1,1,1,1
54,"lemur","FOUND","lemur",1,1,1,1
54,"koala","FOUND","koala",1,1,1,1
54,"alligator","FOUND","alligator",1,1,1,1
54,"crocodile","FOUND","crocodile",1,1,1,1
54,"hyena","FOUND","hyena",1,1,1,1
54,"bunny","FOUND","bunny",1,1,1,1
54,"fox","FOUND","fox",1,1,1,1
54,"coyote","FOUND","coyote",1,1,1,1
54,"wolf","FOUND","wolf",1,1,1,1
54,"deer","FOUND","deer",1,1,1,1
54,"buck","FOUND","buck",1,1,1,1
54,"mouse","FOUND","mouse",1,1,1,1
54,"squirrel","FOUND","squirrel",1,1,1,1
54,"meerkat","FOUND","meerkat",1,1,1,1
54,"muskrat","FOUND","muskrat",1,1,1,1
54,"gerbil","FOUND","gerbil",1,1,1,1
54,"hamster","FOUND","hamster",1,1,1,1
55,"crab","FOUND","crab",1,1,1,1
55,"lobster","FOUND","lobster",1,1,1,1
55,"shrimp","FOUND","shrimp",1,1,1,1
55,"krill","FOUND","krill",1,1,1,1
55,"fish","FOUND","fish",1,1,1,1
55,"shark","FOUND","shark",1,1,1,1
55,"whale","FOUND","whale",1,1,1,1
55,"snail","FOUND","snail",1,1,1,1
55,"albatross","FOUND","albatross",1,1,1,1
55,"cardinal","FOUND","cardinal",1,1,1,1
55,"cat","FOUND","cat",1,1,1,1
55,"cow","FOUND","cow",1,1,1,1
55,"pig","FOUND","pig",1,1,1,1
55,"seagull","FOUND","seagull",1,1,1,1
55,"elephant","FOUND","elephant",1,1,1,1
55,"rhino","FOUND","rhino",1,1,1,1
55,"hippo","FOUND","hippo",0,0,1,1
55,"tiger","FOUND","tiger",1,1,1,1
55,"lion","FOUND","lion",1,1,1,1
55,"bear","FOUND","bear",1,1,1,1
55,"human","FOUND","human",1,1,1,1
55,"zebra","FOUND","zebra",1,1,1,1
55,"antelope","FOUND","antelope",1,1,1,1
55,"aardvark","FOUND","aardvark",1,1,1,1
55,"boar","FOUND","boar",1,1,1,1
55,"finch","FOUND","finch",1,1,1,1
55,"gorilla","FOUND","gorilla",1,1,1,1
55,"monkey","FOUND","monkey",1,1,1,1
55,"iguana","FOUND","iguana",1,1,1,1
55,"lizard","FOUND","lizard",1,1,1,1
55,"salamander","FOUND","salamander",1,1,1,1
55,"worm","FOUND","worm",1,1,1,1
55,"fly","FOUND","fly",1,1,1,1
55,"ant","FOUND","ant",1,1,1,1
55,"bee","FOUND","bee",1,1,1,1
55,"wasp","FOUND","wasp",1,1,1,1
55,"hornet","FOUND","hornet",1,1,1,1
56,"shrimp","FOUND","shrimp",1,1,1,1
56,"ostrich","FOUND","ostrich",1,1,1,1
56,"tiger","FOUND","tiger",1,1,1,1
56,"lorax","REPLACE","oryx",0,1,0,1
56,"crab","FOUND","crab",1,1,1,1
56,"dolphin","FOUND","dolphin",1,1,1,1
56,"whale","FOUND","whale",1,1,1,1
56,"seal","FOUND","seal",1,1,1,1
56,"horse","FOUND","horse",1,1,1,1
56,"cow","FOUND","cow",1,1,1,1
56,"pig","FOUND","pig",1,1,1,1
56,"elephant","FOUND","elephant",1,1,1,1
56,"tiger","FOUND","tiger",1,1,1,1
56,"lion","FOUND","lion",1,1,1,1
56,"zebra","FOUND","zebra",1,1,1,1
56,"giraffe","FOUND","giraffe",1,1,1,1
56,"leopard","FOUND","leopard",1,1,1,1
56,"gazelle","FOUND","gazelle",1,1,1,1
56,"cardinal","FOUND","cardinal",1,1,1,1
56,"woodpecker","FOUND","woodpecker",1,1,1,1
57,"dog","FOUND","dog",1,1,1,1
57,"cat","FOUND","cat",1,1,1,1
57,"fish","FOUND","fish",1,1,1,1
57,"giraffe","FOUND","giraffe",1,1,1,1
57,"gorilla","FOUND","gorilla",1,1,1,1
57,"lion","FOUND","lion",1,1,1,1
57,"tiger","FOUND","tiger",1,1,1,1
57,"cheetah","FOUND","cheetah",1,1,1,1
57,"bobcat","FOUND","bobcat",1,1,1,1
57,"bear","FOUND","bear",1,1,1,1
57,"otter","FOUND","otter",1,1,1,1
57,"fox","FOUND","fox",1,1,1,1
57,"meerkat","FOUND","meerkat",1,1,1,1
57,"turtle","FOUND","turtle",1,1,1,1
57,"snake","FOUND","snake",1,1,1,1
57,"monkey","FOUND","monkey",1,1,1,1
60,"giraffe","FOUND","giraffe",1,1,1,1
60,"flamingo","FOUND","flamingo",1,1,1,1
60,"snake","FOUND","snake",1,1,1,1
60,"alligator","FOUND","alligator",1,1,1,1
60,"crocodile","FOUND","crocodile",1,1,1,1
60,"ostrich","FOUND","ostrich",1,1,1,1
60,"cat","FOUND","cat",1,1,1,1
60,"dog","FOUND","dog",1,1,1,1
60,"butterfly","FOUND","butterfly",1,1,1,1
60,"spider","FOUND","spider",1,1,1,1
60,"hippo","FOUND","hippo",0,0,1,1
60,"rhino","FOUND","rhino",1,1,1,1
60,"bluebird","FOUND","bluebird",1,1,1,1
60,"squirrel","FOUND","squirrel",1,1,1,1
60,"komodo dragon","FOUND","komodo dragon",1,1,1,1
60,"gecko","FOUND","gecko",1,1,1,1
60,"fish","FOUND","fish",1,1,1,1
60,"shark","FOUND","shark",1,1,1,1
60,"dolphin","FOUND","dolphin",1,1,1,1
60,"worm","FOUND","worm",1,1,1,1
60,"rabbit","FOUND","rabbit",1,1,1,1
60,"deer","FOUND","deer",1,1,1,1
60,"antelope","FOUND","antelope",1,1,1,1
61,"bird","FOUND","bird",1,1,1,1
61,"parrot","FOUND","parrot",1,1,1,1
61,"monkey","FOUND","monkey",1,1,1,1
61,"zebra","FOUND","zebra",1,1,1,1
61,"dog","FOUND","dog",1,1,1,1
61,"cat","FOUND","cat",1,1,1,1
61,"giraffe","FOUND","giraffe",1,1,1,1
61,"gorilla","FOUND","gorilla",1,1,1,1
61,"chinchilla","FOUND","chinchilla",1,1,1,1
61,"ferret","FOUND","ferret",1,1,1,1
61,"coyote","FOUND","coyote",1,1,1,1
61,"nice","REPLACE","mice",0,0,0,0
61,"sweet","EXCLUDE","EXCLUDE",0,0,0,0
61,"emotional","EXCLUDE","EXCLUDE",0,0,0,0
61,"personable","EXCLUDE","EXCLUDE",0,0,0,0
61,"lovely","EXCLUDE","EXCLUDE",0,0,0,0
61,"affectionate","EXCLUDE","EXCLUDE",0,0,0,0
61,"interesting","EXCLUDE","EXCLUDE",0,0,0,0
62,"tiger","FOUND","tiger",1,1,1,1
62,"lion","FOUND","lion",1,1,1,1
62,"parrot","FOUND","parrot",1,1,1,1
62,"gorilla","FOUND","gorilla",1,1,1,1
62,"zebra","FOUND","zebra",1,1,1,1
62,"giraffe","FOUND","giraffe",1,1,1,1
62,"hippo","FOUND","hippo",0,0,1,1
62,"chimpanzee","FOUND","chimpanzee",1,1,1,1
62,"flamingo","FOUND","flamingo",1,1,1,1
62,"walrus","FOUND","walrus",1,1,1,1
62,"elephant","FOUND","elephant",1,1,1,1
62,"dog","FOUND","dog",1,1,1,1
62,"cat","FOUND","cat",1,1,1,1
62,"guinea pig","FOUND","guinea pig",1,1,1,1
62,"pig","FOUND","pig",1,1,1,1
62,"panda","FOUND","panda",1,1,1,1
62,"koala","FOUND","koala",1,1,1,1
62,"kangaroo","FOUND","kangaroo",1,1,1,1
63,"frog","FOUND","frog",1,1,1,1
63,"bear","FOUND","bear",1,1,1,1
63,"moose","FOUND","moose",1,1,1,1
63,"deer","FOUND","deer",1,1,1,1
63,"squirrel","FOUND","squirrel",1,1,1,1
63,"lion","FOUND","lion",1,1,1,1
63,"tiger","FOUND","tiger",1,1,1,1
63,"raccoon","FOUND","raccoon",1,1,1,1
63,"skunk","FOUND","skunk",1,1,1,1
63,"possum","FOUND","possum",1,1,1,1
63,"sloth","FOUND","sloth",1,1,1,1
63,"moose","FOUND","moose",1,1,1,1
63,"stag","FOUND","stag",1,1,1,1
63,"red stag","EXCLUDE","EXCLUDE",0,0,0,0
63,"alligator","FOUND","alligator",1,1,1,1
63,"crocodile","FOUND","crocodile",1,1,1,1
63,"elephant","FOUND","elephant",1,1,1,1
63,"giraffe","FOUND","giraffe",1,1,1,1
63,"hippo","FOUND","hippo",0,0,1,1
63,"ostrich","FOUND","ostrich",1,1,1,1
63,"pelican","FOUND","pelican",1,1,1,1
63,"robin","FOUND","robin",1,1,1,1
63,"cardinal","FOUND","cardinal",1,1,1,1
63,"dog","FOUND","dog",1,1,1,1
63,"wolf","FOUND","wolf",1,1,1,1
63,"coyote","FOUND","coyote",1,1,1,1
64,"zebra","FOUND","zebra",1,1,1,1
64,"giraffe","FOUND","giraffe",1,1,1,1
64,"donkey","FOUND","donkey",1,1,1,1
64,"cat","FOUND","cat",1,1,1,1
64,"dog","FOUND","dog",1,1,1,1
64,"fish","FOUND","fish",1,1,1,1
64,"deer","FOUND","deer",1,1,1,1
64,"pig","FOUND","pig",1,1,1,1
64,"cow","FOUND","cow",1,1,1,1
64,"goat","FOUND","goat",1,1,1,1
64,"chicken","FOUND","chicken",1,1,1,1
64,"shark","FOUND","shark",1,1,1,1
64,"seahorse","FOUND","seahorse",1,1,1,1
64,"crab","FOUND","crab",1,1,1,1
64,"kangaroo","FOUND","kangaroo",1,1,1,1
64,"lion","FOUND","lion",1,1,1,1
64,"tiger","FOUND","tiger",1,1,1,1
64,"bear","FOUND","bear",1,1,1,1
64,"flamingo","FOUND","flamingo",1,1,1,1
64,"elephant","FOUND","elephant",1,1,1,1
64,"monkey","FOUND","monkey",1,1,1,1
64,"gorilla","FOUND","gorilla",1,1,1,1
64,"rhino","FOUND","rhino",1,1,1,1
65,"dog","FOUND","dog",1,1,1,1
65,"cat","FOUND","cat",1,1,1,1
65,"bird","FOUND","bird",1,1,1,1
65,"mouse","FOUND","mouse",1,1,1,1
65,"moose","FOUND","moose",1,1,1,1
65,"deer","FOUND","deer",1,1,1,1
65,"bear","FOUND","bear",1,1,1,1
65,"badger","FOUND","badger",1,1,1,1
65,"alligator","FOUND","alligator",1,1,1,1
65,"crocodile","FOUND","crocodile",1,1,1,1
65,"giraffe","FOUND","giraffe",1,1,1,1
65,"elephant","FOUND","elephant",1,1,1,1
65,"rhino","FOUND","rhino",1,1,1,1
65,"lion","FOUND","lion",1,1,1,1
65,"tiger","FOUND","tiger",1,1,1,1
65,"bear","FOUND","bear",1,1,1,1
65,"dolphin","FOUND","dolphin",1,1,1,1
65,"whale","FOUND","whale",1,1,1,1
65,"shark","FOUND","shark",1,1,1,1
65,"jellyfish","FOUND","jellyfish",1,1,1,1
65,"octopus","FOUND","octopus",1,1,1,1
65,"squid","FOUND","squid",1,1,1,1
65,"aardvark","FOUND","aardvark",1,1,1,1
65,"otter","FOUND","otter",1,1,1,1
65,"hippo","FOUND","hippo",0,0,1,1
65,"sloth","FOUND","sloth",1,1,1,1
65,"manatee","FOUND","manatee",1,1,1,1
65,"bobcat","FOUND","bobcat",1,1,1,1
66,"dog","FOUND","dog",1,1,1,1
66,"cat","FOUND","cat",1,1,1,1
66,"mouse","FOUND","mouse",1,1,1,1
66,"rat","FOUND","rat",1,1,1,1
66,"frog","FOUND","frog",1,1,1,1
66,"snake","FOUND","snake",1,1,1,1
66,"tadpole","FOUND","tadpole",1,1,1,1
66,"lizard","FOUND","lizard",1,1,1,1
66,"gecko","FOUND","gecko",1,1,1,1
66,"elephant","FOUND","elephant",1,1,1,1
66,"zebra","FOUND","zebra",1,1,1,1
66,"giraffe","FOUND","giraffe",1,1,1,1
66,"monkey","FOUND","monkey",1,1,1,1
66,"gorilla","FOUND","gorilla",1,1,1,1
66,"crocodile","FOUND","crocodile",1,1,1,1
66,"whale","FOUND","whale",1,1,1,1
66,"shark","FOUND","shark",1,1,1,1
66,"dolphin","FOUND","dolphin",1,1,1,1
66,"anteater","FOUND","anteater",1,1,1,1
66,"ant","FOUND","ant",1,1,1,1
66,"centipede","FOUND","centipede",1,1,1,1
66,"manatee","FOUND","manatee",1,1,1,1
66,"bird","FOUND","bird",1,1,1,1
67,"dog","FOUND","dog",1,1,1,1
67,"cat","FOUND","cat",1,1,1,1
67,"squirrel","FOUND","squirrel",1,1,1,1
67,"lion","FOUND","lion",1,1,1,1
67,"bear","FOUND","bear",1,1,1,1
67,"otter","FOUND","otter",1,1,1,1
67,"horse","FOUND","horse",1,1,1,1
67,"cow","FOUND","cow",1,1,1,1
67,"pig","FOUND","pig",1,1,1,1
67,"insect","FOUND","insect",1,1,1,1
67,"octopus","FOUND","octopus",1,1,1,1
67,"fish","FOUND","fish",1,1,1,1
67,"human","FOUND","human",1,1,1,1
67,"sheep","FOUND","sheep",1,1,1,1
67,"monkey","FOUND","monkey",1,1,1,1
67,"ape","FOUND","ape",1,1,1,1
67,"bird","FOUND","bird",1,1,1,1
68,"turtle","FOUND","turtle",1,1,1,1
68,"penguin","FOUND","penguin",1,1,1,1
68,"hamster","FOUND","hamster",1,1,1,1
68,"spider","FOUND","spider",1,1,1,1
68,"dog","FOUND","dog",1,1,1,1
68,"cat","FOUND","cat",1,1,1,1
68,"bird","FOUND","bird",1,1,1,1
68,"frog","FOUND","frog",1,1,1,1
68,"ant","FOUND","ant",1,1,1,1
68,"worm","FOUND","worm",1,1,1,1
68,"butterfly","FOUND","butterfly",1,1,1,1
68,"ladybug","FOUND","ladybug",1,1,1,1
68,"cheetah","FOUND","cheetah",1,1,1,1
68,"lion","FOUND","lion",1,1,1,1
68,"tiger","FOUND","tiger",1,1,1,1
68,"bear","FOUND","bear",1,1,1,1
68,"killer whale","FOUND","killer whale",1,1,1,1
