"Subject","Fluency_Item","norms_snafu_associative","v","subject","response","troyer_fluid_switch","troyer_static_switch","version","response_match","switch_match"
66,"zebra",0,"V1",66,"zebra",0,0,"V1",1,1
66,"giraffe",0,"V1",66,"giraffe",0,0,"V1",1,1
66,"monkey",0,"V1",66,"monkey",1,1,"V1",1,0
66,"gorilla",0,"V1",66,"gorilla",0,0,"V1",1,1
66,"crocodile",1,"V1",66,"crocodile",1,1,"V1",1,1
66,"whale",1,"V1",66,"whale",0,0,"V1",1,0
66,"shark",0,"V1",66,"shark",0,0,"V1",1,1
66,"dolphin",0,"V1",66,"dolphin",0,0,"V1",1,1
66,"anteater",1,"V1",66,"anteater",1,1,"V1",1,1
66,"ant",1,"V1",66,"ant",1,1,"V1",1,1
66,"centipede",0,"V1",66,"centipede",0,0,"V1",1,1
66,"manatee",1,"V1",66,"manatee",1,1,"V1",1,1
66,"bird",1,"V1",66,"bird",1,1,"V1",1,1
67,"cat",0,"V1",67,"cat",0,0,"V1",1,1
67,"squirrel",1,"V1",67,"squirrel",1,1,"V1",1,1
67,"lion",1,"V1",67,"lion",1,1,"V1",1,1
67,"bear",1,"V1",67,"bear",1,1,"V1",1,1
67,"otter",1,"V1",67,"otter",1,1,"V1",1,1
67,"horse",1,"V1",67,"horse",1,1,"V1",1,1
67,"cow",0,"V1",67,"cow",0,0,"V1",1,1
67,"pig",0,"V1",67,"pig",0,0,"V1",1,1
67,"insect",1,"V1",67,"insect",1,1,"V1",1,1
67,"octopus",1,"V1",67,"octopus",1,1,"V1",1,1
67,"fish",0,"V1",67,"fish",0,0,"V1",1,1
67,"human",1,"V1",67,"human",1,1,"V1",1,1
67,"sheep",1,"V1",67,"sheep",1,1,"V1",1,1
67,"monkey",1,"V1",67,"monkey",1,1,"V1",1,1
67,"ape",0,"V1",67,"ape",0,0,"V1",1,1
67,"bird",1,"V1",67,"bird",1,1,"V1",1,1
68,"penguin",0,"V1",68,"penguin",0,0,"V1",1,1
68,"hamster",1,"V1",68,"hamster",1,1,"V1",1,1
68,"spider",1,"V1",68,"spider",1,1,"V1",1,1
68,"dog",1,"V1",68,"dog",1,1,"V1",1,1
68,"cat",0,"V1",68,"cat",0,0,"V1",1,1
68,"bird",1,"V1",68,"bird",0,0,"V1",1,0
68,"frog",1,"V1",68,"frog",1,1,"V1",1,1
68,"ant",1,"V1",68,"ant",1,1,"V1",1,1
68,"worm",0,"V1",68,"worm",0,0,"V1",1,1
68,"butterfly",0,"V1",68,"butterfly",0,0,"V1",1,1
68,"ladybug",0,"V1",68,"ladybug",0,0,"V1",1,1
68,"cheetah",1,"V1",68,"cheetah",1,1,"V1",1,1
68,"lion",0,"V1",68,"lion",0,0,"V1",1,1
68,"tiger",0,"V1",68,"tiger",0,0,"V1",1,1
68,"bear",1,"V1",68,"bear",1,1,"V1",1,1
68,"killerwhale",1,"V1",68,"killerwhale",1,1,"V1",1,1
68,"dolphin",0,"V1",68,"dolphin",0,0,"V1",1,1
68,"fish",0,"V1",68,"fish",0,0,"V1",1,1
68,"piranha",0,"V1",68,"piranha",0,0,"V1",1,1
68,"eel",1,"V1",68,"eel",0,0,"V1",1,0
68,"barracuda",1,"V1",68,"barracuda",0,0,"V1",1,0
69,"pig",1,"V1",69,"pig",1,1,"V1",1,1
69,"duck",1,"V1",69,"duck",1,1,"V1",1,1
69,"bat",1,"V1",69,"bat",0,0,"V1",1,0
69,"owl",1,"V1",69,"owl",0,0,"V1",1,0
69,"cat",1,"V1",69,"cat",1,1,"V1",1,1
69,"dog",0,"V1",69,"dog",0,0,"V1",1,1
69,"bug",1,"V1",69,"bug",1,1,"V1",1,1
69,"hedgehog",1,"V1",69,"hedgehog",1,1,"V1",1,1
69,"snake",1,"V1",69,"snake",1,1,"V1",1,1
69,"turtle",0,"V1",69,"turtle",0,0,"V1",1,1
69,"lizard",0,"V1",69,"lizard",0,0,"V1",1,1
69,"horse",1,"V1",69,"horse",1,1,"V1",1,1
69,"cow",0,"V1",69,"cow",0,0,"V1",1,1
69,"flamingo",1,"V1",69,"flamingo",1,1,"V1",1,1
69,"elephant",1,"V1",69,"elephant",1,1,"V1",1,1
69,"tiger",0,"V1",69,"tiger",0,0,"V1",1,1
69,"leopard",0,"V1",69,"leopard",0,0,"V1",1,1
70,"dog",0,"V1",70,"dog",0,0,"V1",1,1
70,"mouse",1,"V1",70,"mouse",1,1,"V1",1,1
70,"rat",0,"V1",70,"rat",0,0,"V1",1,1
70,"giraffe",1,"V1",70,"giraffe",1,1,"V1",1,1
70,"lion",0,"V1",70,"lion",0,0,"V1",1,1
70,"tiger",0,"V1",70,"tiger",0,1,"V1",1,1
70,"monkey",0,"V1",70,"monkey",1,1,"V1",1,0
70,"penguin",1,"V1",70,"penguin",1,1,"V1",1,1
70,"stork",0,"V1",70,"stork",0,0,"V1",1,1
70,"dolphin",1,"V1",70,"dolphin",1,1,"V1",1,1
70,"kangaroo",1,"V1",70,"kangaroo",1,1,"V1",1,1
70,"ferret",1,"V1",70,"ferret",1,1,"V1",1,1
70,"hamster",1,"V1",70,"hamster",0,0,"V1",1,0
70,"raccoon",1,"V1",70,"raccoon",1,1,"V1",1,1
70,"squirrel",0,"V1",70,"squirrel",1,1,"V1",1,0
70,"bird",1,"V1",70,"bird",1,1,"V1",1,1
70,"peacock",0,"V1",70,"peacock",0,0,"V1",1,1
71,"shark",1,"V1",71,"shark",1,1,"V1",1,1
71,"whale",0,"V1",71,"whale",0,0,"V1",1,1
71,"bunny",1,"V1",71,"bunny",1,1,"V1",1,1
71,"rabbit",0,"V1",71,"rabbit",0,0,"V1",1,1
71,"dog",0,"V1",71,"dog",0,0,"V1",1,1
71,"cat",0,"V1",71,"cat",0,0,"V1",1,1
71,"bird",1,"V1",71,"bird",0,0,"V1",1,0
71,"turtle",1,"V1",71,"turtle",0,0,"V1",1,0
71,"hippo",1,"V1",71,"hippo",0,1,"V1",1,0
71,"beaver",1,"V1",71,"beaver",0,0,"V1",1,0
71,"squirrel",0,"V1",71,"squirrel",0,1,"V1",1,1
71,"chipmunk",0,"V1",71,"chipmunk",0,0,"V1",1,1
71,"lion",1,"V1",71,"lion",0,1,"V1",1,0
71,"tiger",0,"V1",71,"tiger",0,0,"V1",1,1
71,"ostrich",0,"V1",71,"ostrich",1,1,"V1",1,0
71,"leopard",0,"V1",71,"leopard",0,0,"V1",1,1
71,"fox",1,"V1",71,"fox",1,1,"V1",1,1
71,"swan",1,"V1",71,"swan",1,1,"V1",1,1
71,"goose",1,"V1",71,"goose",0,0,"V1",1,0
71,"duck",1,"V1",71,"duck",0,0,"V1",1,0
71,"porcupine",1,"V1",71,"porcupine",1,1,"V1",1,1
71,"skunk",1,"V1",71,"skunk",1,1,"V1",1,1
71,"sugarglider",1,"V1",71,"sugarglider",1,1,"V1",1,1
72,"dog",0,"V1",72,"dog",0,0,"V1",1,1
72,"elephant",1,"V1",72,"elephant",1,1,"V1",1,1
72,"giraffe",0,"V1",72,"giraffe",0,0,"V1",1,1
72,"lizard",1,"V1",72,"lizard",1,1,"V1",1,1
72,"chameleon",0,"V1",72,"chameleon",0,0,"V1",1,1
72,"crocodile",0,"V1",72,"crocodile",0,0,"V1",1,1
72,"centipede",1,"V1",72,"centipede",1,1,"V1",1,1
72,"sheep",1,"V1",72,"sheep",1,1,"V1",1,1
72,"goat",0,"V1",72,"goat",0,0,"V1",1,1
72,"chicken",0,"V1",72,"chicken",0,0,"V1",1,1
72,"duck",0,"V1",72,"duck",0,1,"V1",1,1
72,"penguin",0,"V1",72,"penguin",0,0,"V1",1,1
72,"polarbear",0,"V1",72,"polarbear",0,1,"V1",1,1
72,"bird",1,"V1",72,"bird",1,1,"V1",1,1
72,"tiger",1,"V1",72,"tiger",1,1,"V1",1,1
72,"horse",1,"V1",72,"horse",1,1,"V1",1,1
72,"gerbil",1,"V1",72,"gerbil",1,1,"V1",1,1
73,"cat",0,"V1",73,"cat",0,0,"V1",1,1
73,"crocodile",1,"V1",73,"crocodile",1,1,"V1",1,1
73,"alligator",0,"V1",73,"alligator",0,0,"V1",1,1
73,"zebra",1,"V1",73,"zebra",1,1,"V1",1,1
73,"giraffe",0,"V1",73,"giraffe",0,0,"V1",1,1
73,"kangaroo",1,"V1",73,"kangaroo",1,1,"V1",1,1
73,"gorilla",1,"V1",73,"gorilla",1,1,"V1",1,1
73,"bird",1,"V1",73,"bird",1,1,"V1",1,1
73,"parrot",0,"V1",73,"parrot",0,0,"V1",1,1
73,"lion",1,"V1",73,"lion",1,1,"V1",1,1
73,"buffalo",0,"V1",73,"buffalo",0,0,"V1",1,1
73,"fish",1,"V1",73,"fish",1,1,"V1",1,1
73,"ferret",1,"V1",73,"ferret",0,0,"V1",1,0
73,"hamster",1,"V1",73,"hamster",0,0,"V1",1,0
73,"mouse",0,"V1",73,"mouse",0,1,"V1",1,1
73,"rat",0,"V1",73,"rat",0,0,"V1",1,1
73,"snake",1,"V1",73,"snake",1,1,"V1",1,1
73,"jaguar",1,"V1",73,"jaguar",1,1,"V1",1,1
73,"shark",1,"V1",73,"shark",1,1,"V1",1,1
73,"whale",0,"V1",73,"whale",0,0,"V1",1,1
74,"antelope",0,"V1",74,"antelope",0,0,"V1",1,1
74,"bear",1,"V1",74,"bear",1,1,"V1",1,1
74,"bunny",1,"V1",74,"bunny",1,1,"V1",1,1
74,"cat",1,"V1",74,"cat",0,0,"V1",1,0
74,"cheetah",1,"V1",74,"cheetah",0,1,"V1",1,0
74,"dog",1,"V1",74,"dog",1,1,"V1",1,1
74,"dolphin",1,"V1",74,"dolphin",1,1,"V1",1,1
74,"dinosaur",1,"V1",74,"dinosaur",1,1,"V1",1,1
74,"elephant",1,"V1",74,"elephant",1,1,"V1",1,1
74,"frog",1,"V1",74,"frog",1,1,"V1",1,1
74,"giraffe",1,"V1",74,"giraffe",1,1,"V1",1,1
74,"horse",1,"V1",74,"horse",1,1,"V1",1,1
74,"iguana",1,"V1",74,"iguana",1,1,"V1",1,1
74,"lion",1,"V1",74,"lion",1,1,"V1",1,1
74,"leopard",0,"V1",74,"leopard",0,0,"V1",1,1
74,"lemur",0,"V1",74,"lemur",0,0,"V1",1,1
74,"monkey",0,"V1",74,"monkey",0,1,"V1",1,1
74,"narwhal",1,"V1",74,"narwhal",1,1,"V1",1,1
74,"octopus",0,"V1",74,"octopus",0,0,"V1",1,1
74,"kangaroo",1,"V1",74,"kangaroo",1,1,"V1",1,1
74,"hippo",1,"V1",74,"hippo",1,1,"V1",1,1
74,"zebra",1,"V1",74,"zebra",0,0,"V1",1,0
74,"yak",1,"V1",74,"yak",1,1,"V1",1,1
74,"tiger",1,"V1",74,"tiger",1,1,"V1",1,1
74,"rhino",0,"V1",74,"rhino",0,0,"V1",1,1
76,"tiger",0,"V1",76,"tiger",0,0,"V1",1,1
76,"ant",1,"V1",76,"ant",1,1,"V1",1,1
76,"boar",1,"V1",76,"boar",1,1,"V1",1,1
76,"hippo",1,"V1",76,"hippo",1,1,"V1",1,1
76,"giraffe",1,"V1",76,"giraffe",0,0,"V1",1,0
76,"cheetah",0,"V1",76,"cheetah",0,0,"V1",1,1
76,"cat",1,"V1",76,"cat",0,1,"V1",1,0
76,"dog",0,"V1",76,"dog",0,0,"V1",1,1
76,"rat",1,"V1",76,"rat",1,1,"V1",1,1
76,"chicken",1,"V1",76,"chicken",1,1,"V1",1,1
76,"bird",0,"V1",76,"bird",0,0,"V1",1,1
76,"toucan",0,"V1",76,"toucan",0,0,"V1",1,1
76,"horse",1,"V1",76,"horse",1,1,"V1",1,1
76,"pony",0,"V1",76,"pony",0,0,"V1",1,1
76,"fish",1,"V1",76,"fish",1,1,"V1",1,1
76,"toad",0,"V1",76,"toad",0,0,"V1",1,1
76,"clownfish",1,"V1",76,"clownfish",0,0,"V1",1,0
77,"ox",1,"V1",77,"ox",1,1,"V1",1,1
77,"cat",1,"V1",77,"cat",1,1,"V1",1,1
77,"alligator",1,"V1",77,"alligator",1,1,"V1",1,1
77,"butterfly",1,"V1",77,"butterfly",1,1,"V1",1,1
77,"hamster",1,"V1",77,"hamster",1,1,"V1",1,1
77,"ferret",1,"V1",77,"ferret",0,0,"V1",1,0
77,"snail",1,"V1",77,"snail",1,1,"V1",1,1
77,"mouse",1,"V1",77,"mouse",1,1,"V1",1,1
77,"tarantula",1,"V1",77,"tarantula",1,1,"V1",1,1
77,"snake",1,"V1",77,"snake",1,1,"V1",1,1
77,"fly",1,"V1",77,"fly",1,1,"V1",1,1
77,"horse",1,"V1",77,"horse",1,1,"V1",1,1
77,"ostrich",1,"V1",77,"ostrich",1,1,"V1",1,1
77,"giraffe",0,"V1",77,"giraffe",0,0,"V1",1,1
77,"hippo",1,"V1",77,"hippo",0,0,"V1",1,0
77,"lion",1,"V1",77,"lion",0,0,"V1",1,0
77,"tiger",0,"V1",77,"tiger",0,1,"V1",1,1
77,"liger",0,"V1",77,"liger",0,0,"V1",1,1
77,"donkey",1,"V1",77,"donkey",1,1,"V1",1,1
78,"spider",1,"V1",78,"spider",1,1,"V1",1,1
78,"snake",0,"V1",78,"snake",1,1,"V1",1,0
78,"snail",1,"V1",78,"snail",1,1,"V1",1,1
78,"dog",1,"V1",78,"dog",1,1,"V1",1,1
78,"cat",0,"V1",78,"cat",0,0,"V1",1,1
78,"frog",1,"V1",78,"frog",1,1,"V1",1,1
78,"turtle",0,"V1",78,"turtle",0,0,"V1",1,1
78,"gerbil",1,"V1",78,"gerbil",0,1,"V1",1,0
78,"hamster",0,"V1",78,"hamster",0,0,"V1",1,1
78,"guineapig",0,"V1",78,"guineapig",0,0,"V1",1,1
78,"bird",1,"V1",78,"bird",0,0,"V1",1,0
78,"kangaroo",1,"V1",78,"kangaroo",1,1,"V1",1,1
78,"lizard",1,"V1",78,"lizard",1,1,"V1",1,1
78,"lion",1,"V1",78,"lion",1,1,"V1",1,1
78,"tiger",0,"V1",78,"tiger",0,0,"V1",1,1
78,"leopard",0,"V1",78,"leopard",0,0,"V1",1,1
79,"cat",0,"V1",79,"cat",0,0,"V1",1,1
79,"horse",1,"V1",79,"horse",1,1,"V1",1,1
79,"bat",1,"V1",79,"bat",1,1,"V1",1,1
79,"bear",1,"V1",79,"bear",1,1,"V1",1,1
79,"fish",1,"V1",79,"fish",1,1,"V1",1,1
79,"fox",1,"V1",79,"fox",1,1,"V1",1,1
79,"turtle",1,"V1",79,"turtle",1,1,"V1",1,1
79,"monkey",1,"V1",79,"monkey",1,1,"V1",1,1
79,"elephant",0,"V1",79,"elephant",1,1,"V1",1,0
79,"lion",0,"V1",79,"lion",0,0,"V1",1,1
79,"zebra",0,"V1",79,"zebra",0,0,"V1",1,1
79,"octopus",1,"V1",79,"octopus",1,1,"V1",1,1
79,"ox",1,"V1",79,"ox",1,1,"V1",1,1
79,"gazelle",1,"V1",79,"gazelle",0,0,"V1",1,0
79,"giraffe",0,"V1",79,"giraffe",0,1,"V1",1,1
79,"gibbon",1,"V1",79,"gibbon",1,1,"V1",1,1
79,"orangutan",0,"V1",79,"orangutan",0,0,"V1",1,1
79,"toucan",1,"V1",79,"toucan",1,1,"V1",1,1
79,"lemur",1,"V1",79,"lemur",1,1,"V1",1,1
79,"eagle",1,"V1",79,"eagle",1,1,"V1",1,1
79,"snake",1,"V1",79,"snake",1,1,"V1",1,1
79,"tarantula",1,"V1",79,"tarantula",1,1,"V1",1,1
79,"tiger",1,"V1",79,"tiger",1,1,"V1",1,1
79,"jaguar",0,"V1",79,"jaguar",0,0,"V1",1,1
80,"dog",1,"V1",80,"dog",1,1,"V1",1,1
80,"cat",0,"V1",80,"cat",0,0,"V1",1,1
80,"snake",1,"V1",80,"snake",0,0,"V1",1,0
80,"tiger",1,"V1",80,"tiger",1,1,"V1",1,1
80,"hamster",1,"V1",80,"hamster",1,1,"V1",1,1
80,"gerbil",0,"V1",80,"gerbil",0,0,"V1",1,1
80,"spider",1,"V1",80,"spider",1,1,"V1",1,1
80,"mouse",1,"V1",80,"mouse",1,1,"V1",1,1
80,"lion",1,"V1",80,"lion",1,1,"V1",1,1
80,"gorilla",0,"V1",80,"gorilla",0,0,"V1",1,1
80,"giraffe",0,"V1",80,"giraffe",0,0,"V1",1,1
80,"polarbear",1,"V1",80,"polarbear",1,1,"V1",1,1
80,"panda",1,"V1",80,"panda",0,0,"V1",1,0
80,"sloth",1,"V1",80,"sloth",1,1,"V1",1,1
80,"bee",1,"V1",80,"bee",1,1,"V1",1,1
80,"butterfly",0,"V1",80,"butterfly",0,0,"V1",1,1
81,"giraffe",0,"V1",81,"giraffe",0,0,"V1",1,1
81,"zebra",0,"V1",81,"zebra",0,0,"V1",1,1
81,"antelope",0,"V1",81,"antelope",0,0,"V1",1,1
81,"alligator",1,"V1",81,"alligator",1,1,"V1",1,1
81,"crocodile",0,"V1",81,"crocodile",0,0,"V1",1,1
81,"seal",1,"V1",81,"seal",0,0,"V1",1,0
81,"shark",0,"V1",81,"shark",0,0,"V1",1,1
81,"dolphin",0,"V1",81,"dolphin",0,0,"V1",1,1
81,"caterpillar",0,"V1",81,"caterpillar",1,1,"V1",1,0
81,"zebra",1,"V1",81,"zebra",1,1,"V1",1,1
81,"whale",1,"V1",81,"whale",1,1,"V1",1,1
81,"dolphin",0,"V1",81,"dolphin",0,0,"V1",1,1
81,"fish",0,"V1",81,"fish",0,0,"V1",1,1
81,"frog",0,"V1",81,"frog",0,0,"V1",1,1
81,"dog",1,"V1",81,"dog",1,1,"V1",1,1
81,"cat",0,"V1",81,"cat",0,0,"V1",1,1
81,"snail",1,"V1",81,"snail",1,1,"V1",1,1
81,"tadpole",0,"V1",81,"tadpole",1,1,"V1",1,0
81,"ant",1,"V1",81,"ant",1,1,"V1",1,1
81,"spider",1,"V1",81,"spider",0,0,"V1",1,0
81,"snake",0,"V1",81,"snake",1,1,"V1",1,0
82,"dog",1,"V1",82,"dog",1,1,"V1",1,1
82,"cat",0,"V1",82,"cat",0,0,"V1",1,1
82,"tiger",1,"V1",82,"tiger",0,1,"V1",1,0
82,"leopard",0,"V1",82,"leopard",0,0,"V1",1,1
82,"jaguar",0,"V1",82,"jaguar",0,0,"V1",1,1
82,"flamingo",1,"V1",82,"flamingo",1,1,"V1",1,1
82,"peacock",0,"V1",82,"peacock",0,0,"V1",1,1
82,"koala",1,"V1",82,"koala",1,1,"V1",1,1
82,"bear",1,"V1",82,"bear",1,1,"V1",1,1
82,"cicada",1,"V1",82,"cicada",1,1,"V1",1,1
82,"wasp",0,"V1",82,"wasp",0,0,"V1",1,1
82,"bee",0,"V1",82,"bee",0,0,"V1",1,1
82,"fly",0,"V1",82,"fly",0,0,"V1",1,1
82,"butterfly",0,"V1",82,"butterfly",0,0,"V1",1,1
82,"elephant",1,"V1",82,"elephant",1,1,"V1",1,1
82,"giraffe",0,"V1",82,"giraffe",0,0,"V1",1,1
82,"monkey",0,"V1",82,"monkey",1,1,"V1",1,0
82,"chimpanzee",0,"V1",82,"chimpanzee",0,0,"V1",1,1
83,"cat",0,"V1",83,"cat",0,0,"V1",1,1
83,"alligator",1,"V1",83,"alligator",1,1,"V1",1,1
83,"giraffe",1,"V1",83,"giraffe",1,1,"V1",1,1
83,"zebra",0,"V1",83,"zebra",0,0,"V1",1,1
83,"kangaroo",1,"V1",83,"kangaroo",1,1,"V1",1,1
83,"pig",1,"V1",83,"pig",1,1,"V1",1,1
83,"dinosaur",1,"V1",83,"dinosaur",1,1,"V1",1,1
83,"hippo",1,"V1",83,"hippo",1,1,"V1",1,1
83,"lizard",1,"V1",83,"lizard",1,1,"V1",1,1
83,"bird",1,"V1",83,"bird",1,1,"V1",1,1
83,"cicada",1,"V1",83,"cicada",1,1,"V1",1,1
83,"ant",0,"V1",83,"ant",0,0,"V1",1,1
83,"mole",1,"V1",83,"mole",1,1,"V1",1,1
83,"mosquito",1,"V1",83,"mosquito",1,1,"V1",1,1
84,"cat",0,"V1",84,"cat",0,0,"V1",1,1
84,"horse",1,"V1",84,"horse",1,1,"V1",1,1
84,"fish",1,"V1",84,"fish",1,1,"V1",1,1
84,"frog",0,"V1",84,"frog",0,0,"V1",1,1
84,"cow",1,"V1",84,"cow",1,1,"V1",1,1
84,"pig",0,"V1",84,"pig",0,0,"V1",1,1
84,"chicken",0,"V1",84,"chicken",0,0,"V1",1,1
84,"bunny",1,"V1",84,"bunny",1,1,"V1",1,1
84,"lizard",1,"V1",84,"lizard",1,1,"V1",1,1
84,"snake",0,"V1",84,"snake",0,0,"V1",1,1
84,"elephant",1,"V1",84,"elephant",1,1,"V1",1,1
84,"guineapig",1,"V1",84,"guineapig",1,1,"V1",1,1
84,"llama",1,"V1",84,"llama",0,0,"V1",1,0
84,"alpaca",0,"V1",84,"alpaca",0,0,"V1",1,1
84,"tiger",1,"V1",84,"tiger",1,1,"V1",1,1
84,"zebra",0,"V1",84,"zebra",1,1,"V1",1,0
84,"monkey",0,"V1",84,"monkey",1,1,"V1",1,0
84,"sloth",1,"V1",84,"sloth",1,1,"V1",1,1
84,"dinosaur",1,"V1",84,"dinosaur",1,1,"V1",1,1
84,"turtle",0,"V1",84,"turtle",0,0,"V1",1,1
84,"ferret",1,"V1",84,"ferret",0,1,"V1",1,0
84,"aardvark",1,"V1",84,"aardvark",1,1,"V1",1,1
84,"tortoise",1,"V1",84,"tortoise",1,1,"V1",1,1
84,"koala",1,"V1",84,"koala",1,1,"V1",1,1
84,"kangaroo",0,"V1",84,"kangaroo",0,0,"V1",1,1
85,"tiger",1,"V1",85,"tiger",1,1,"V1",1,1
85,"bear",1,"V1",85,"bear",1,1,"V1",1,1
85,"dog",1,"V1",85,"dog",1,1,"V1",1,1
85,"cat",0,"V1",85,"cat",0,0,"V1",1,1
85,"whale",1,"V1",85,"whale",1,1,"V1",1,1
85,"dolphin",0,"V1",85,"dolphin",0,0,"V1",1,1
85,"lizard",1,"V1",85,"lizard",1,1,"V1",1,1
85,"guineapig",1,"V1",85,"guineapig",1,1,"V1",1,1
85,"bird",1,"V1",85,"bird",0,0,"V1",1,0
85,"insect",1,"V1",85,"insect",1,1,"V1",1,1
85,"cardinal",1,"V1",85,"cardinal",1,1,"V1",1,1
85,"baldeagle",0,"V1",85,"baldeagle",0,0,"V1",1,1
85,"panda",1,"V1",85,"panda",1,1,"V1",1,1
85,"tasmaniandevil",1,"V1",85,"tasmaniandevil",1,1,"V1",1,1
85,"jellyfish",1,"V1",85,"jellyfish",1,1,"V1",1,1
85,"seaturtle",0,"V1",85,"seaturtle",0,0,"V1",1,1
85,"boxturtle",0,"V1",85,"boxturtle",0,1,"V1",1,1
85,"mountainlion",1,"V1",85,"mountainlion",0,0,"V1",1,0
85,"alligator",1,"V1",85,"alligator",1,1,"V1",1,1
85,"cow",1,"V1",85,"cow",1,1,"V1",1,1
85,"goat",0,"V1",85,"goat",0,0,"V1",1,1
85,"sheep",0,"V1",85,"sheep",0,0,"V1",1,1
85,"pig",0,"V1",85,"pig",0,0,"V1",1,1
85,"lemur",1,"V1",85,"lemur",1,1,"V1",1,1
86,"armadillo",0,"V1",86,"armadillo",0,0,"V1",1,1
86,"badger",1,"V1",86,"badger",1,1,"V1",1,1
86,"baboon",1,"V1",86,"baboon",1,1,"V1",1,1
86,"giraffe",1,"V1",86,"giraffe",0,0,"V1",1,0
86,"elephant",0,"V1",86,"elephant",0,0,"V1",1,1
86,"americantoad",0,"V1",86,"americantoad",1,1,"V1",1,0
86,"bullfrog",1,"V1",86,"bullfrog",0,0,"V1",1,0
86,"northerncricketfrog",1,"V1",86,"northerncricketfrog",1,0,"V1",1,1
86,"graytreefrog",1,"V1",86,"graytreefrog",0,0,"V1",1,0
86,"easternnewt",1,"V1",86,"easternnewt",0,0,"V1",1,0
86,"longtailedsalamander",1,"V1",86,"longtailedsalamander",0,0,"V1",1,0
86,"dolphin",0,"V1",86,"dolphin",0,1,"V1",1,1
86,"manatee",0,"V1",86,"manatee",0,0,"V1",1,1
86,"belugawhale",0,"V1",86,"belugawhale",0,0,"V1",1,1
86,"whaleshark",0,"V1",86,"whaleshark",0,0,"V1",1,1
86,"greatwhiteshark",0,"V1",86,"greatwhiteshark",0,0,"V1",1,1
86,"hammerheadshark",0,"V1",86,"hammerheadshark",0,0,"V1",1,1
86,"blowfish",0,"V1",86,"blowfish",0,0,"V1",1,1
86,"clownfish",0,"V1",86,"clownfish",0,0,"V1",1,1
86,"robin",1,"V1",86,"robin",1,1,"V1",1,1
86,"bluejay",0,"V1",86,"bluejay",0,0,"V1",1,1
86,"baldeagle",0,"V1",86,"baldeagle",0,0,"V1",1,1
86,"barnowl",0,"V1",86,"barnowl",0,0,"V1",1,1
86,"whitetaileddeer",1,"V1",86,"whitetaileddeer",1,1,"V1",1,1
86,"possum",1,"V1",86,"possum",1,1,"V1",1,1
86,"opossum",1,"V1",86,"opossum",0,0,"V1",1,0
86,"macaw",1,"V1",86,"macaw",1,1,"V1",1,1
86,"pygmymarmoset",1,"V1",86,"pygmymarmoset",1,1,"V1",1,1
87,"cat",0,"V1",87,"cat",0,0,"V1",1,1
87,"fish",1,"V1",87,"fish",0,0,"V1",1,0
87,"hamster",1,"V1",87,"hamster",0,0,"V1",1,0
87,"rat",0,"V1",87,"rat",0,1,"V1",1,1
87,"lizard",1,"V1",87,"lizard",1,1,"V1",1,1
87,"tiger",1,"V1",87,"tiger",1,1,"V1",1,1
87,"lion",0,"V1",87,"lion",0,0,"V1",1,1
87,"zebra",0,"V1",87,"zebra",0,1,"V1",1,1
87,"bear",1,"V1",87,"bear",1,1,"V1",1,1
87,"monkey",1,"V1",87,"monkey",1,1,"V1",1,1
87,"giraffe",0,"V1",87,"giraffe",1,1,"V1",1,0
87,"elephant",0,"V1",87,"elephant",0,0,"V1",1,1
87,"turkey",1,"V1",87,"turkey",1,1,"V1",1,1
87,"anteater",1,"V1",87,"anteater",1,1,"V1",1,1
87,"ostrich",1,"V1",87,"ostrich",1,1,"V1",1,1
87,"whale",1,"V1",87,"whale",1,1,"V1",1,1
87,"rhino",1,"V1",87,"rhino",1,1,"V1",1,1
87,"anteater",1,"V1",87,"anteater",1,1,"V1",1,1
87,"ant",1,"V1",87,"ant",1,1,"V1",1,1
87,"bee",0,"V1",87,"bee",0,0,"V1",1,1
87,"wasp",0,"V1",87,"wasp",0,0,"V1",1,1
87,"caterpillar",0,"V1",87,"caterpillar",0,0,"V1",1,1
87,"butterfly",0,"V1",87,"butterfly",0,0,"V1",1,1
87,"grasshopper",0,"V1",87,"grasshopper",0,0,"V1",1,1
87,"panda",1,"V1",87,"panda",1,1,"V1",1,1
87,"crane",1,"V1",87,"crane",1,1,"V1",1,1
87,"bunny",1,"V1",87,"bunny",1,1,"V1",1,1
88,"cow",0,"V1",88,"cow",0,0,"V1",1,1
88,"rabbit",1,"V1",88,"rabbit",1,1,"V1",1,1
88,"tiger",1,"V1",88,"tiger",1,1,"V1",1,1
88,"horse",1,"V1",88,"horse",1,1,"V1",1,1
88,"cat",1,"V1",88,"cat",1,1,"V1",1,1
88,"dog",0,"V1",88,"dog",0,0,"V1",1,1
88,"komododragon",1,"V1",88,"komododragon",1,1,"V1",1,1
88,"lizard",0,"V1",88,"lizard",0,0,"V1",1,1
88,"iguana",0,"V1",88,"iguana",0,0,"V1",1,1
88,"scorpion",1,"V1",88,"scorpion",1,1,"V1",1,1
88,"snake",1,"V1",88,"snake",1,1,"V1",1,1
88,"bird",1,"V1",88,"bird",0,0,"V1",1,0
88,"raven",0,"V1",88,"raven",0,1,"V1",1,1
88,"crow",0,"V1",88,"crow",0,0,"V1",1,1
88,"hawk",0,"V1",88,"hawk",0,0,"V1",1,1
88,"falcon",0,"V1",88,"falcon",0,0,"V1",1,1
88,"eagle",0,"V1",88,"eagle",0,0,"V1",1,1
