Subject,Fluency_Item,Semantic_Similarity,Frequency_Value,Phonological_Similarity
37,butterfly,0.4481364887490792,3.93,0.0001
37,fish,0.3070170503338383,4.9,0.1429
37,shark,0.5343008496832359,4.1,0.0001
37,dolphin,0.4062871613011956,3.67,0.1667
37,crab,0.3489141519303862,3.76,0.0001
38,anteater,0.0001,2.28,0.0001
38,aardvark,0.6607393932028556,2.39,0.0001
38,elk,0.41980414808128097,3.49,0.1429
38,deer,0.675210624753035,4.12,0.0001
38,bear,0.4216487799750541,4.71,0.3333
38,moose,0.4232185429085036,3.61,0.0001
38,cat,0.3384369573536383,4.78,0.0001
38,dog,0.6237586776418724,5.1,0.0001
38,horse,0.5956302472299828,4.76,0.25
38,goat,0.499247947330243,4.02,0.0001
38,sheep,0.49838371937602166,4.19,0.0001
38,wolf,0.4371046177572382,4.35,0.0001
38,polar bear,0.40205386695688605,3.89,0.1429
38,panda,0.4216284479945984,3.65,0.1429
38,red panda,0.8305645299294775,3.64,0.625
38,squirrel,0.32763488354244763,3.69,0.0001
38,chipmunk,0.626327545622425,2.74,0.0001
38,owl,0.44700951400852573,3.87,0.0001
38,bird,0.471534189595298,4.63,0.0001
38,pigeon,0.6136986324463339,3.61,0.0001
38,bug,0.23868647845918856,4.2,0.0001
38,butterfly,0.30080170286410424,3.93,0.2857
38,cockroach,0.33624851143825407,3.16,0.0001
38,beetle,0.5599142185794813,3.53,0.0001
38,grasshopper,0.4223455661735247,3.03,0.0001
39,ostrich,0.0001,3.05,0.0001
39,dog,0.24118682987712836,5.1,0.0001
39,cat,0.6237586776418724,4.78,0.0001
39,dolphin,0.318907658486542,3.67,0.0001
39,shark,0.4062871613011956,4.1,0.1667
39,whale,0.4783327474667829,3.98,0.0001
39,bat,0.3416376297391106,4.3,0.0001
39,moose,0.38134961131018075,3.61,0.0001
39,bear,0.4232185429085036,4.71,0.0001
39,groundhog,0.2964196587799779,2.9,0.0001
39,hedgehog,0.3915974116864409,3.25,0.375
39,raccoon,0.4599461611903115,3.27,0.0001
39,possum,0.6618594347934953,2.94,0.0001
39,anteater,0.48346822960540936,2.28,0.0001
39,antelope,0.5740235702105237,3.08,0.4286
39,squid,0.4011134545932935,3.44,0.0001
39,octopus,0.7065013840802874,3.46,0.1429
40,bear,0.0001,4.71,0.0001
40,bat,0.393963879236948,4.3,0.3333
40,zebra,0.3189039730325024,3.4,0.2
40,antelope,0.4990129152501417,3.08,0.0001
40,anteater,0.5740235702105237,2.28,0.4286
40,dolphin,0.34755681850855924,3.67,0.0001
40,whale,0.46004639817524906,3.98,0.1667
40,fish,0.48847782165979226,4.9,0.0001
40,deer,0.373262322269841,4.12,0.3333
40,lion,0.41113063578495423,4.25,0.0001
40,tiger,0.5287590434181855,4.3,0.25
40,cheetah,0.4710965836328509,3.2,0.0001
40,leopard,0.6901226907763703,3.59,0.0001
40,panther,0.5655262822749685,3.65,0.0001
40,monkey,0.41719739150005775,4.07,0.0001
40,gorilla,0.5429598812111095,3.62,0.0001
40,orangutan,0.6503273088417192,2.8,0.125
40,dog,0.31013073866011576,5.1,0.0001
40,cat,0.6237586776418724,4.78,0.0001
40,otter,0.24019805157652252,3.37,0.0001
40,weasel,0.49716468472183006,3.19,0.0001
40,ferret,0.5260294315205217,3.01,0.2
40,hamster,0.4955654191033265,3.31,0.1667
40,chinchilla,0.5092359241955359,2.57,0.0001
40,hedgehog,0.5226564509317319,3.25,0.0001
40,moose,0.34514637240677415,3.61,0.0001
40,salamander,0.3414758082108421,2.76,0.1111
40,snake,0.49943345579321785,4.23,0.2222
40,lizard,0.4689230476663202,3.63,0.0001
40,crab,0.40691635702491813,3.76,0.0001
40,lobster,0.6546572033695247,3.65,0.0001
41,lamb,0.0001,4.02,0.0001
41,cat,0.3628468640105892,4.78,0.3333
41,cow,0.4396570106857174,4.14,0.3333
41,dog,0.4576850906434975,5.1,0.0001
41,bird,0.48985400383267064,4.63,0.0001
41,deer,0.38396971189129325,4.12,0.0001
41,squirrel,0.44134053969889075,3.69,0.0001
41,snake,0.4020677755578983,4.23,0.1667
41,kangaroo,0.3528527238013621,3.5,0.0001
41,moose,0.40719260785572553,3.61,0.0001
41,shark,0.336374047089844,4.1,0.0001
41,bird,0.36263468038013813,4.63,0.0001
41,giraffe,0.3764119801991015,3.32,0.0001
41,elephant,0.5317287512193349,4.08,0.1429
41,zebra,0.3986454433345328,3.4,0.1429
41,gorilla,0.4249568276393043,3.62,0.2
41,elk,0.29323178393789495,3.49,0.2
41,black bear,0.43215668000591545,4.64,0.2857
41,tiger,0.42827323594109123,4.3,0.0001
41,sloth,0.3020037754231626,3.1,0.0001
42,dog,0.0001,5.1,0.0001
42,cat,0.6237586776418724,4.78,0.0001
42,lizard,0.3640193444250397,3.63,0.0001
42,tiger,0.2714802049419376,4.3,0.2
42,giraffe,0.28767526557057055,3.32,0.0001
42,elephant,0.5317287512193349,4.08,0.1429
42,ostrich,0.5106913574672441,3.05,0.0001
42,peacock,0.5314353846550096,3.44,0.0001
42,goat,0.34554477358619917,4.02,0.0001
42,whale,0.3195879531193335,3.98,0.0001
42,goldfish,0.3773358516210932,3.28,0.1429
42,crocodile,0.29612638972009164,3.49,0.0001
42,alligator,0.7675973157183913,3.32,0.0001
42,koala,0.39398535434032755,3.04,0.0001
42,panda,0.5051412593640455,3.65,0.2
42,black bear,0.4182019727364248,4.64,0.1429
42,brown bear,0.8001509600887895,4.53,0.5714
42,gopher,0.3402544524754808,2.87,0.0001
42,cat,0.2535275015556304,4.78,0.0001
42,raccoon,0.30660902955147606,3.27,0.2
42,squirrel,0.45847915775556103,3.69,0.0001
42,hamster,0.37309998958438906,3.31,0.0001
42,tarantula,0.4025029227858934,2.72,0.1111
42,grasshopper,0.36302285704241566,3.03,0.2222
42,centipede,0.4288348213965265,2.79,0.0001
42,caterpillar,0.4377409465717388,3.38,0.125
42,butterfly,0.5744318263412838,3.93,0.25
42,tick,0.37267567317501415,3.8,0.1429
42,rat,0.38488685354775853,4.17,0.0001
42,mouse,0.6046930033878715,4.31,0.0001
42,bird,0.4435826181267303,4.63,0.0001
42,elephant,0.385424856732111,4.08,0.0001
42,zebra,0.3986454433345328,3.4,0.1429
42,eagle,0.33825048098194,4.13,0.2
43,bat,0.0001,4.3,0.0001
43,dog,0.4095182347397308,5.1,0.0001
43,cat,0.6237586776418724,4.78,0.0001
43,alpaca,0.27026256058214226,2.8,0.1667
43,zebra,0.33664634754966416,3.4,0.1667
43,giraffe,0.4528724633327149,3.32,0.0001
43,elephant,0.5317287512193349,4.08,0.1429
43,crocodile,0.45359655669258603,3.49,0.125
43,whale,0.43650758944593815,3.98,0.125
43,salmon,0.4297871537107846,4.01,0.0001
43,leopard,0.376636898905521,3.59,0.0001
43,tiger,0.5404639920734413,4.3,0.2
43,bird,0.39054301199539165,4.63,0.0001
43,lizard,0.386838106027633,3.63,0.2
43,armadillo,0.37513750400543655,2.7,0.125
43,koala,0.33129556913387104,3.04,0.125
43,kangaroo,0.6206977653718412,3.5,0.1667
43,shark,0.3380529175827871,4.1,0.0001
43,jellyfish,0.40984268700709303,3.25,0.0001
43,plankton,0.42349573664988616,3.05,0.0001
43,eagle,0.21929479077370462,4.13,0.125
43,hawk,0.56949658413453,3.81,0.0001
43,owl,0.4940205847534662,3.87,0.0001
43,parrot,0.4225689351051847,3.49,0.0001
43,frog,0.35538636094227427,3.89,0.2
43,toad,0.6834819483409336,3.34,0.0001
43,worm,0.33860718374581933,3.77,0.0001
44,salmon,0.0001,4.01,0.0001
44,rabbit,0.2615609784348968,4.05,0.4
44,dog,0.5229291303540531,5.1,0.0001
44,cat,0.6237586776418724,4.78,0.0001
44,polar bear,0.36089374376173056,3.89,0.0001
44,red panda,0.4244531858445013,3.64,0.0001
44,raccoon,0.39804081159733107,3.27,0.25
44,bee,0.20976229288690906,4.09,0.0001
44,butterfly,0.4776852433743487,3.93,0.1429
44,snail,0.3470261002233339,3.67,0.1429
44,cicada,0.2920355250726022,2.49,0.3333
44,beaver,0.24838885904717367,3.61,0.0001
44,bird,0.3019088969875148,4.63,0.25
44,raven,0.40996318434052115,3.79,0.0001
44,magpie,0.4538937304168055,2.9,0.0001
44,vulture,0.47584060360264147,3.18,0.0001
44,chickadee,0.4777200256044418,2.22,0.0001
44,swallow,0.3679679116939685,3.87,0.0001
44,sparrow,0.4603615490950299,3.48,0.4
44,bluebird,0.49658205382027343,2.91,0.0001
44,blue jay,0.5530827919043727,4.31,0.5
44,mockingbird,0.3377031432653155,2.98,0.0001
44,dog,0.2710264103026865,5.1,0.0001
44,ferret,0.3869935781769034,3.01,0.0001
44,hamster,0.4955654191033265,3.31,0.1667
44,squirrel,0.37309998958438906,3.69,0.0001
45,cat,0.0001,4.78,0.0001
45,dog,0.6237586776418724,5.1,0.0001
45,dolphin,0.3260914534597956,3.67,0.1667
45,elephant,0.3468453320841559,4.08,0.4286
45,tiger,0.5129784205874345,4.3,0.0001
45,lion,0.5287590434181855,4.25,0.25
45,monkey,0.5164601551434109,4.07,0.0001
45,gorilla,0.5429598812111095,3.62,0.0001
45,bee,0.2993681872106486,4.09,0.0001
45,bird,0.4321803473495739,4.63,0.3333
45,squirrel,0.46148074479594925,3.69,0.1667
45,mole,0.29065188695785393,3.67,0.1667
45,snake,0.38263213808080054,4.23,0.0001
45,spider,0.43996129103817716,4.25,0.2
45,lizard,0.4118683230624709,3.63,0.0001
45,hamster,0.40092743376786744,3.31,0.0001
45,gerbil,0.6225326675295295,2.44,0.0001
45,guinea pig,0.5606300473020106,3.8,0.1
50,zebra,0.0001,3.4,0.0001
50,flounder,0.35918784870778553,2.78,0.0001
50,penguin,0.3733012326979137,3.78,0.0001
50,giraffe,0.4725043012228448,3.32,0.0001
50,rhino,0.46978772774903355,3.57,0.0001
50,dog,0.2663482105987116,5.1,0.0001
50,cat,0.6237586776418724,4.78,0.0001
50,lion,0.4466598206998501,4.25,0.0001
50,tiger,0.5287590434181855,4.3,0.25
50,panther,0.5695496296141942,3.65,0.2
50,owl,0.4097061603846699,3.87,0.0001
50,betta fish,0.11115876770053956,2.79,0.0001
50,otter,0.28832881547593514,3.37,0.1429
50,whale,0.3253623705306815,3.98,0.0001
50,manatee,0.5179818407990202,2.74,0.0001
50,sea lion,0.46909047620127353,4.19,0.0001
50,stingray,0.331105868866014,2.93,0.1667
50,deer,0.344402330053722,4.12,0.3333
50,cow,0.42504159590737656,4.14,0.0001
50,pig,0.5070622080559183,4.14,0.0001
52,cat,0.0001,4.78,0.0001
52,dog,0.6237586776418724,5.1,0.0001
52,horse,0.5956302472299828,4.76,0.25
52,tiger,0.3993194070878425,4.3,0.0001
52,dolphin,0.3067860384586356,3.67,0.0001
52,turtle,0.33445888052093387,3.91,0.1667
52,whale,0.41324896495487295,3.98,0.2
52,zebra,0.3109249581546101,3.4,0.0001
52,chicken,0.26877922573532087,4.63,0.0001
52,cow,0.4835791880000102,4.14,0.2
52,fish,0.4720727974246737,4.9,0.0001
52,giraffe,0.32246638590061005,3.32,0.0001
52,rhino,0.46978772774903355,3.57,0.0001
52,elephant,0.562852427969856,4.08,0.1429
52,lion,0.5054773378551576,4.25,0.4286
52,meerkat,0.5486369456238689,2.49,0.0001
52,groundhog,0.36611761503947693,2.9,0.0001
52,squirrel,0.47883667666315466,3.69,0.0001
52,bird,0.46148074479594925,4.63,0.1667
52,chipmunk,0.4300311790139484,2.74,0.0001
52,goat,0.36784545881188113,4.02,0.0001
52,sheep,0.49838371937602166,4.19,0.0001
52,eel,0.3264349925346124,3.23,0.3333
52,hamster,0.28389719460475127,3.31,0.0001
52,rat,0.5229370647068682,4.17,0.3333
52,mouse,0.6046930033878715,4.31,0.0001
53,cat,0.0001,4.78,0.0001
53,dog,0.6237586776418724,5.1,0.0001
53,horse,0.5956302472299828,4.76,0.25
53,elephant,0.4767429862081365,4.08,0.0001
53,donkey,0.49338027917030614,3.62,0.0001
53,goat,0.4425914946954784,4.02,0.0001
53,chicken,0.3768896505737327,4.63,0.0001
53,turkey,0.4817422089008787,4.56,0.2
53,caterpillar,0.20042732865992652,3.38,0.125
53,bumblebee,0.29036921965784124,2.92,0.0001
53,hornet,0.5894959313034492,3.15,0.0001
53,wasp,0.6530991204491914,3.35,0.0001
53,cow,0.2015603539539761,4.14,0.0001
53,alpaca,0.32603943323838513,2.8,0.1667
53,pallass cat,0.29736077005121886,0.0001,0.2
53,lion,0.3534988108977837,4.25,0.1
53,puma,0.5083716218479423,3.22,0.0001
53,jaguar,0.4949960088705272,3.51,0.0001
53,mountain lion,0.3863481254786336,4.13,0.0001
53,bobcat,0.4924209779235501,2.8,0.0001
53,flamingo,0.25087560301029743,3.06,0.0001
54,snake,0.0001,4.23,0.0001
54,seahorse,0.37492190386910773,2.5,0.1667
54,fish,0.41702694620439495,4.9,0.0001
54,whale,0.48847782165979226,3.98,0.0001
54,shark,0.4783327474667829,4.1,0.0001
54,dog,0.40529288913526296,5.1,0.0001
54,cat,0.6237586776418724,4.78,0.0001
54,lizard,0.3640193444250397,3.63,0.0001
54,gecko,0.6375777966666752,2.91,0.0001
54,zebra,0.27293235164159135,3.4,0.0001
54,lion,0.44709301963309955,4.25,0.0001
54,tiger,0.5287590434181855,4.3,0.25
54,bear,0.45064464243033664,4.71,0.0001
54,monkey,0.39073331496528585,4.07,0.0001
54,lemur,0.4959759579529137,2.57,0.0001
54,koala,0.5258532625183883,3.04,0.0001
54,alligator,0.39398535434032755,3.32,0.0001
54,crocodile,0.7675973157183913,3.49,0.0001
54,hyena,0.43834066834263385,2.8,0.125
54,bunny,0.2954157039145897,3.88,0.2
54,fox,0.2480844035023747,4.66,0.0001
54,coyote,0.4381869922896049,3.36,0.0001
54,wolf,0.5489451457701423,4.35,0.0001
54,deer,0.40465552407453953,4.12,0.0001
54,buck,0.6133085736677097,4.01,0.0001
54,mouse,0.465048866727927,4.31,0.0001
54,squirrel,0.3793123763948514,3.69,0.0001
54,meerkat,0.4068397663452019,2.49,0.0001
54,muskrat,0.4047987486371638,2.41,0.4286
54,gerbil,0.3936326840369293,2.44,0.0001
54,hamster,0.6225326675295295,3.31,0.0001
55,crab,0.0001,3.76,0.0001
55,lobster,0.6546572033695247,3.65,0.0001
55,shrimp,0.4943418904623599,3.79,0.0001
55,krill,0.46114621275446677,2.63,0.4
55,fish,0.4091759625545437,4.9,0.25
55,shark,0.5343008496832359,4.1,0.0001
55,whale,0.4783327474667829,3.98,0.0001
55,snail,0.36086208290149746,3.67,0.5
55,albatross,0.3095545208919289,2.9,0.0001
55,cardinal,0.3385570799922415,3.9,0.0001
55,cat,0.23436428010498145,4.78,0.125
55,cow,0.4396570106857174,4.14,0.3333
55,pig,0.5070622080559183,4.14,0.0001
55,seagull,0.2859706893807006,3.02,0.2
55,elephant,0.3393944445081072,4.08,0.0001
55,rhino,0.562852427969856,3.57,0.1429
55,hippo,0.45554992322250065,3.13,0.0001
55,tiger,0.41423692010186164,4.3,0.0001
55,lion,0.5287590434181855,4.25,0.25
55,bear,0.4909899626699804,4.71,0.0001
55,human,0.3861732113171028,5.35,0.0001
55,zebra,0.20574988119496873,3.4,0.1667
55,antelope,0.4990129152501417,3.08,0.0001
55,aardvark,0.6168402852911546,2.39,0.0001
55,boar,0.4605488059532671,3.3,0.1429
55,finch,0.28618637179957407,3.55,0.0001
55,gorilla,0.3174236465917778,3.62,0.2
55,monkey,0.5429598812111095,4.07,0.0001
55,iguana,0.3885889675951275,2.74,0.0001
55,lizard,0.6742757649334065,3.63,0.0001
55,salamander,0.5928413738942232,2.76,0.2222
55,worm,0.4063567752740962,3.77,0.1111
55,fly,0.4120286594479424,4.75,0.0001
55,ant,0.31166871608732793,3.86,0.0001
55,bee,0.46445351261619816,4.09,0.0001
55,wasp,0.5597386299950705,3.35,0.0001
55,hornet,0.6530991204491914,3.15,0.0001
56,shrimp,0.0001,3.79,0.0001
56,ostrich,0.2601410922821037,3.05,0.0001
56,tiger,0.35181162058207915,4.3,0.1667
56,crab,0.26805959306357496,3.76,0.0001
56,dolphin,0.3489141519303862,3.67,0.0001
56,whale,0.46004639817524906,3.98,0.1667
56,seal,0.4231381360420028,4.3,0.3333
56,horse,0.2956639163824397,4.76,0.0001
56,cow,0.5537185512529321,4.14,0.0001
56,pig,0.5070622080559183,4.14,0.0001
56,elephant,0.43346140060173655,4.08,0.0001
56,tiger,0.5129784205874345,4.3,0.0001
56,lion,0.5287590434181855,4.25,0.25
56,zebra,0.44709301963309955,3.4,0.0001
56,giraffe,0.4528724633327149,3.32,0.0001
56,leopard,0.30419677049939364,3.59,0.0001
56,gazelle,0.4305789563879432,2.87,0.0001
56,cardinal,0.21479301520706418,3.9,0.25
56,woodpecker,0.45335854933874276,2.82,0.125
57,dog,0.0001,5.1,0.0001
57,cat,0.6237586776418724,4.78,0.0001
57,fish,0.4610633754267154,4.9,0.0001
57,giraffe,0.32246638590061005,3.32,0.0001
57,gorilla,0.387173713001127,3.62,0.2
57,lion,0.40299202680522295,4.25,0.0001
57,tiger,0.5287590434181855,4.3,0.25
57,cheetah,0.4710965836328509,3.2,0.0001
57,bobcat,0.4393734661638684,2.8,0.0001
57,bear,0.2789322968656489,4.71,0.1667
57,otter,0.3445690177507216,3.37,0.0001
57,fox,0.22588386243535086,4.66,0.25
57,meerkat,0.3568072387437877,2.49,0.1667
57,turtle,0.3542233278599429,3.91,0.0001
57,snake,0.43352855063166995,4.23,0.0001
57,monkey,0.38760977733067614,4.07,0.2
60,giraffe,0.0001,3.32,0.0001
60,flamingo,0.4151034930671611,3.06,0.0001
60,snake,0.3078624177817082,4.23,0.0001
60,alligator,0.49798630381703624,3.32,0.0001
60,crocodile,0.7675973157183913,3.49,0.0001
60,ostrich,0.40383074831710597,3.05,0.0001
60,cat,0.29934079719471507,4.78,0.1667
60,dog,0.6237586776418724,5.1,0.0001
60,butterfly,0.38621212677357264,3.93,0.0001
60,spider,0.4481364887490792,4.25,0.0001
60,hippo,0.33632091322744007,3.13,0.0001
60,rhino,0.45554992322250065,3.57,0.0001
60,bluebird,0.3521461407505335,2.91,0.0001
60,squirrel,0.3905905343274063,3.69,0.0001
60,komodo dragon,0.23949200780058377,2.63,0.0833
60,gecko,0.4377592102533677,2.91,0.0833
60,fish,0.2530554252328494,4.9,0.0001
60,shark,0.5343008496832359,4.1,0.0001
60,dolphin,0.4062871613011956,3.67,0.1667
60,worm,0.21347371233286216,3.77,0.0001
60,rabbit,0.3217211077996863,4.05,0.0001
60,deer,0.46447805751699534,4.12,0.0001
60,antelope,0.6109785583510494,3.08,0.0001
61,bird,0.0001,4.63,0.0001
61,parrot,0.5972170069185448,3.49,0.0001
61,monkey,0.4621355716414719,4.07,0.0001
61,zebra,0.4621224278619789,3.4,0.0001
61,dog,0.32514934888451186,5.1,0.0001
61,cat,0.6237586776418724,4.78,0.0001
61,giraffe,0.31027345745174284,3.32,0.25
61,gorilla,0.387173713001127,3.62,0.2
61,chinchilla,0.447150349034249,2.57,0.4286
61,ferret,0.5720967781489121,3.01,0.0001
61,coyote,0.3212271545569956,3.36,0.0001
62,tiger,0.0001,4.3,0.0001
62,lion,0.5287590434181855,4.25,0.25
62,parrot,0.3626574664289477,3.49,0.2
62,gorilla,0.43384276788539244,3.62,0.0001
62,zebra,0.4249568276393043,3.4,0.2
62,giraffe,0.4528724633327149,3.32,0.0001
62,hippo,0.512419551841061,3.13,0.0001
62,chimpanzee,0.39656735996815384,2.96,0.125
62,flamingo,0.3252869930051404,3.06,0.0001
62,walrus,0.3357538765517343,2.98,0.0001
62,elephant,0.4767640714645799,4.08,0.1429
62,dog,0.37632524868219264,5.1,0.0001
62,cat,0.6237586776418724,4.78,0.0001
62,guinea pig,0.4119243115209714,3.8,0.0001
62,pig,0.5860965299530718,4.14,0.1
62,panda,0.3631984546675917,3.65,0.2
62,koala,0.5051412593640455,3.04,0.2
62,kangaroo,0.6206977653718412,3.5,0.1667
63,frog,0.0001,3.89,0.0001
63,bear,0.3612121514804424,4.71,0.0001
63,moose,0.4232185429085036,3.61,0.0001
63,deer,0.5255163623440284,4.12,0.0001
63,squirrel,0.44134053969889075,3.69,0.0001
63,lion,0.3141045697896103,4.25,0.1667
63,tiger,0.5287590434181855,4.3,0.25
63,raccoon,0.2839647280538158,3.27,0.0001
63,skunk,0.5552248454552254,3.1,0.0001
63,possum,0.4904952176547064,2.94,0.0001
63,sloth,0.37316753632617794,3.1,0.0001
63,moose,0.29713462087880815,3.61,0.0001
63,stag,0.4425868014905845,3.25,0.0001
63,red deer,0.5073763881154735,4.09,0.4286
63,alligator,0.3002455256455645,3.32,0.0001
63,crocodile,0.7675973157183913,3.49,0.0001
63,elephant,0.45359655669258603,4.08,0.125
63,giraffe,0.5317287512193349,3.32,0.1429
63,hippo,0.512419551841061,3.13,0.0001
63,ostrich,0.45032678704573037,3.05,0.0001
63,pelican,0.4201680190558179,3.07,0.0001
63,robin,0.3867671298448584,4.33,0.2857
63,cardinal,0.4183604245236108,3.9,0.375
63,dog,0.25768571623324465,5.1,0.125
63,wolf,0.5260397568842751,4.35,0.0001
63,coyote,0.5489451457701423,3.36,0.0001
64,zebra,0.0001,3.4,0.0001
64,giraffe,0.4528724633327149,3.32,0.0001
64,donkey,0.4043498813716895,3.62,0.0001
64,cat,0.41640041004443695,4.78,0.0001
64,dog,0.6237586776418724,5.1,0.0001
64,fish,0.5082364880357054,4.9,0.0001
64,deer,0.373262322269841,4.12,0.3333
64,pig,0.380283216913774,4.14,0.3333
64,cow,0.5070622080559183,4.14,0.0001
64,goat,0.44629529327254636,4.02,0.0001
64,chicken,0.3768896505737327,4.63,0.0001
64,shark,0.319686466956975,4.1,0.0001
64,seahorse,0.4022636938386899,2.5,0.1667
64,crab,0.4095634387746867,3.76,0.0001
64,kangaroo,0.34974259501052374,3.5,0.1667
64,lion,0.33868968123222576,4.25,0.0001
64,tiger,0.5287590434181855,4.3,0.25
64,bear,0.45064464243033664,4.71,0.0001
64,flamingo,0.24563905035387168,3.06,0.0001
64,elephant,0.4406495222478004,4.08,0.25
64,monkey,0.42282806997623434,4.07,0.0001
64,gorilla,0.5429598812111095,3.62,0.0001
64,rhino,0.3971341828575601,3.57,0.0001
65,dog,0.0001,5.1,0.0001
65,cat,0.6237586776418724,4.78,0.0001
65,bird,0.5016037867066757,4.63,0.0001
65,mouse,0.4435826181267303,4.31,0.0001
65,moose,0.4758676209918362,3.61,0.6667
65,deer,0.5255163623440284,4.12,0.0001
65,bear,0.4216487799750541,4.71,0.3333
65,badger,0.3588640847905268,3.48,0.25
65,alligator,0.3209199450357004,3.32,0.1429
65,crocodile,0.7675973157183913,3.49,0.0001
65,giraffe,0.24290212748091367,3.32,0.0001
65,elephant,0.5317287512193349,4.08,0.1429
65,rhino,0.562852427969856,3.57,0.1429
65,lion,0.393895987237195,4.25,0.25
65,tiger,0.5287590434181855,4.3,0.25
65,bear,0.45064464243033664,4.71,0.0001
65,dolphin,0.3092563272116544,3.67,0.0001
65,whale,0.46004639817524906,3.98,0.1667
65,shark,0.4783327474667829,4.1,0.0001
65,jellyfish,0.40984268700709303,3.25,0.0001
65,octopus,0.586040310197519,3.46,0.0001
65,squid,0.7065013840802874,3.44,0.1429
65,aardvark,0.38731207119326094,2.39,0.0001
65,otter,0.4435426050039275,3.37,0.1429
65,hippo,0.4435652389964475,3.13,0.0001
65,sloth,0.47568507231656665,3.1,0.0001
65,manatee,0.44415247140648817,2.74,0.0001
65,bobcat,0.303165034112457,2.8,0.0001
66,dog,0.0001,5.1,0.0001
66,cat,0.6237586776418724,4.78,0.0001
66,mouse,0.5705879372676009,4.31,0.0001
66,rat,0.6046930033878715,4.17,0.0001
66,frog,0.3856841697324662,3.89,0.25
66,snake,0.4505387073234619,4.23,0.0001
66,tadpole,0.3847298357490978,2.51,0.0001
66,lizard,0.43203147482896453,3.63,0.0001
66,gecko,0.6375777966666752,2.91,0.0001
66,elephant,0.33006661730166953,4.08,0.0001
66,zebra,0.3986454433345328,3.4,0.1429
66,giraffe,0.4528724633327149,3.32,0.0001
66,monkey,0.32872687194020234,4.07,0.0001
66,gorilla,0.5429598812111095,3.62,0.0001
66,crocodile,0.3465443266173891,3.49,0.125
66,whale,0.43650758944593815,3.98,0.125
66,shark,0.4783327474667829,4.1,0.0001
66,dolphin,0.4062871613011956,3.67,0.1667
66,anteater,0.34755681850855924,2.28,0.0001
66,ant,0.6011530687443682,3.86,0.5
66,centipede,0.4514427793606708,2.79,0.25
66,manatee,0.2936550203864795,2.74,0.25
66,bird,0.36057694875732116,4.63,0.0001
67,dog,0.0001,5.1,0.0001
67,cat,0.6237586776418724,4.78,0.0001
67,squirrel,0.4034563698965544,3.69,0.1667
67,lion,0.3141045697896103,4.25,0.1667
67,bear,0.4909899626699804,4.71,0.0001
67,otter,0.3445690177507216,3.37,0.0001
67,horse,0.24135628452349123,4.76,0.0001
67,cow,0.5537185512529321,4.14,0.0001
67,pig,0.5070622080559183,4.14,0.0001
67,insect,0.3479357039121461,3.76,0.0001
67,octopus,0.3341927641572031,3.46,0.0001
67,fish,0.4286758971171304,4.9,0.0001
67,human,0.4033446177063289,5.35,0.0001
67,sheep,0.3761360763530732,4.19,0.0001
67,monkey,0.3197922544410394,4.07,0.0001
67,ape,0.6734808024803075,3.48,0.0001
67,bird,0.3838069239595514,4.63,0.0001
68,turtle,0.0001,3.91,0.0001
68,penguin,0.3470136467668532,3.78,0.1429
68,hamster,0.3468916472692052,3.31,0.0001
68,spider,0.36736155327285924,4.25,0.1667
68,dog,0.4223694166759784,5.1,0.0001
68,cat,0.6237586776418724,4.78,0.0001
68,bird,0.5016037867066757,4.63,0.0001
68,frog,0.4476808864383377,3.89,0.0001
68,ant,0.32236515507872743,3.86,0.0001
68,worm,0.4260209558834469,3.77,0.0001
68,butterfly,0.3661698094055228,3.93,0.0001
68,ladybug,0.44411068710155677,2.67,0.0001
68,cheetah,0.34657988044046206,3.2,0.0001
68,lion,0.47627769689067656,4.25,0.0001
68,tiger,0.5287590434181855,4.3,0.25
68,bear,0.45064464243033664,4.71,0.0001
68,killer whale,0.40142728439943864,3.86,0.0001
68,dolphin,0.5037728585843047,3.67,0.1429
68,fish,0.43117270409430586,4.9,0.1667
68,piranha,0.46734066163207233,2.75,0.0001
68,eel,0.5619567963707031,3.23,0.0001
68,barracuda,0.43066125577143,2.78,0.0001
69,zebra,0.0001,3.4,0.0001
69,pig,0.2953144870044533,4.14,0.0001
69,duck,0.4197715939872866,4.21,0.0001
69,bat,0.34290877613642823,4.3,0.0001
69,owl,0.4424551440407105,3.87,0.0001
69,cat,0.3600477002865037,4.78,0.0001
69,dog,0.6237586776418724,5.1,0.0001
69,bug,0.3917655585606281,4.2,0.3333
69,hedgehog,0.18299878347124243,3.25,0.1667
69,snake,0.4025783943058804,4.23,0.0001
69,turtle,0.43352855063166995,3.91,0.0001
69,lizard,0.47933041560418554,3.63,0.0001
69,horse,0.36169762113339576,4.76,0.0001
69,cow,0.5537185512529321,4.14,0.0001
69,flamingo,0.3180061509861243,3.06,0.0001
69,elephant,0.4406495222478004,4.08,0.25
69,tiger,0.5129784205874345,4.3,0.0001
69,leopard,0.5404639920734413,3.59,0.2
70,cat,0.0001,4.78,0.0001
70,dog,0.6237586776418724,5.1,0.0001
70,mouse,0.49640472948031644,4.31,0.0001
70,rat,0.6046930033878715,4.17,0.0001
70,giraffe,0.2581972850839198,3.32,0.25
70,lion,0.40956235129219287,4.25,0.0001
70,tiger,0.5287590434181855,4.3,0.25
70,monkey,0.5143384411798758,4.07,0.0001
70,penguin,0.37509842152993955,3.78,0.1429
70,stork,0.3331148479011643,2.88,0.0001
70,dolphin,0.20852761033326694,3.67,0.0001
70,kangaroo,0.3530048332206436,3.5,0.0001
